#i,j,r,g,b
403,404,49,49,49

407,405,49,49,49
401,403,49,49,49

407,405,49,49,49
400,408,49,49,49

408,563,211,211,211
409,562,211,211,211

408,563,211,211,211
406,563,211,211,211

408,563,211,211,211
405,565,211,211,211

408,551,176,176,176
406,550,176,176,176

408,551,176,176,176
410,552,176,176,176

408,551,176,176,176
405,551,176,176,176

408,482,147,147,147
410,474,147,147,147

408,482,147,147,147
404,490,147,147,147

408,482,147,147,147
409,473,147,147,147

408,448,171,171,171
409,449,171,171,171

408,448,171,171,171
407,450,171,171,171

408,448,171,171,171
405,449,171,171,171

408,433,191,191,191
406,435,191,191,191

408,433,191,191,191
406,431,191,191,191

408,433,191,191,191
404,434,191,191,191

408,420,181,181,181
404,423,181,181,181

408,420,181,181,181
402,424,181,181,181

408,420,181,181,181
401,416,181,181,181

408,202,200,200,200
408,201,200,200,200

408,202,200,200,200
410,203,200,200,200

408,202,200,200,200
404,202,200,200,200

408,201,200,200,200
408,202,200,200,200

408,201,200,200,200
410,203,200,200,200

408,201,200,200,200
404,202,200,200,200

408,191,201,201,201
408,188,201,201,201

408,191,201,201,201
405,190,201,201,201

408,191,201,201,201
412,196,201,201,201

408,188,195,195,195
408,191,195,195,195

408,188,195,195,195
405,190,195,195,195

408,188,195,195,195
405,182,195,195,195

409,588,223,223,223
410,588,223,223,223

409,588,223,223,223
412,587,223,223,223

409,588,223,223,223
407,591,223,223,223

409,582,225,225,225
407,582,225,225,225

409,582,225,225,225
410,580,225,225,225

409,582,225,225,225
409,578,225,225,225

409,578,225,225,225
410,577,225,225,225

409,578,225,225,225
407,578,225,225,225

409,578,225,225,225
410,580,225,225,225

409,562,218,218,218
408,563,218,218,218

409,562,218,218,218
406,563,218,218,218

409,562,218,218,218
412,564,218,218,218

409,473,180,180,180
410,474,180,180,180

409,473,180,180,180
411,472,180,180,180

409,473,180,180,180
409,467,180,180,180

409,467,185,185,185
407,467,185,185,185

409,467,185,185,185
412,463,185,185,185

409,467,185,185,185
411,472,185,185,185

409,449,168,168,168
408,448,168,168,168

409,449,168,168,168
407,450,168,168,168

409,449,168,168,168
407,451,168,168,168

409,444,158,158,158
406,445,158,158,158

409,444,158,158,158
406,442,158,158,158

409,444,158,158,158
408,448,158,158,158

409,213,192,192,192
409,211,192,192,192

409,213,192,192,192
411,213,192,192,192

409,213,192,192,192
412,215,192,192,192

409,211,190,190,190
409,213,190,190,190

409,211,190,190,190
411,213,190,190,190

409,211,190,190,190
412,215,190,190,190

410,588,222,222,222
409,588,222,222,222

410,588,222,222,222
412,587,222,222,222

410,588,222,222,222
414,587,222,222,222

410,580,218,218,218
409,582,218,218,218

410,580,218,218,218
409,578,218,218,218

410,580,218,218,218
410,577,218,218,218

410,577,212,212,212
409,578,212,212,212

410,577,212,212,212
410,580,212,212,212

410,577,212,212,212
407,578,212,212,212

410,552,214,214,214
408,551,214,214,214

410,552,214,214,214
411,556,214,214,214

410,552,214,214,214
406,550,214,214,214

410,474,168,168,168
409,473,168,168,168

410,474,168,168,168
411,472,168,168,168

410,474,168,168,168
409,467,168,168,168

410,203,196,196,196
408,202,196,196,196

410,203,196,196,196
412,204,196,196,196

410,203,196,196,196
408,201,196,196,196

411,556,202,202,202
410,552,202,202,202

411,556,202,202,202
406,558,202,202,202

411,556,202,202,202
415,560,202,202,202

411,538,134,134,134
413,540,134,134,134

411,538,134,134,134
407,540,134,134,134

411,538,134,134,134
406,540,134,134,134

411,472,174,174,174
409,473,174,174,174

411,472,174,174,174
410,474,174,174,174

411,472,174,174,174
409,467,174,174,174

411,213,204,204,204
409,213,204,204,204

411,213,204,204,204
412,215,204,204,204

411,213,204,204,204
409,211,204,204,204

412,587,233,233,233
414,587,233,233,233

412,587,233,233,233
410,588,233,233,233

412,587,233,233,233
409,588,233,233,233

412,564,228,228,228
413,565,228,228,228

412,564,228,228,228
415,565,228,228,228

412,564,228,228,228
409,562,228,228,228

412,548,174,174,174
410,552,174,174,174

412,548,174,174,174
408,551,174,174,174

412,548,174,174,174
406,550,174,174,174

412,463,180,180,180
409,467,180,180,180

412,463,180,180,180
407,467,180,180,180

412,463,180,180,180
411,472,180,180,180

412,215,208,208,208
411,213,208,208,208

412,215,208,208,208
409,213,208,208,208

412,215,208,208,208
409,211,208,208,208

412,204,190,190,190
410,203,190,190,190

412,204,190,190,190
408,202,190,190,190

412,204,190,190,190
408,201,190,190,190

412,196,134,134,134
408,201,134,134,134

412,196,134,134,134
408,191,134,134,134

412,196,134,134,134
408,202,134,134,134

413,582,213,213,213
414,582,213,213,213

413,582,213,213,213
410,580,213,213,213

413,582,213,213,213
415,585,213,213,213

413,565,214,214,214
412,564,214,214,214

413,565,214,214,214
415,565,214,214,214

413,565,214,214,214
409,562,214,214,214

413,540,141,141,141
411,538,141,141,141

413,540,141,141,141
407,540,141,141,141

413,540,141,141,141
406,540,141,141,141

413,227,193,193,193
414,227,193,193,193

413,227,193,193,193
414,229,193,193,193

413,227,193,193,193
414,223,193,193,193

414,591,230,230,230
414,587,230,230,230

414,591,230,230,230
412,587,230,230,230

414,591,230,230,230
410,588,230,230,230

414,587,227,227,227
412,587,227,227,227

414,587,227,227,227
415,585,227,227,227

414,587,227,227,227
416,584,227,227,227

414,582,205,205,205
413,582,205,205,205

414,582,205,205,205
416,584,205,205,205

414,582,205,205,205
416,580,205,205,205

414,232,185,185,185
414,229,185,185,185

414,232,185,185,185
414,227,185,185,185

414,232,185,185,185
413,227,185,185,185

414,229,192,192,192
414,227,192,192,192

414,229,192,192,192
413,227,192,192,192

414,229,192,192,192
414,232,192,192,192

414,227,196,196,196
413,227,196,196,196

414,227,196,196,196
414,229,196,196,196

414,227,196,196,196
414,223,196,196,196

414,223,201,201,201
415,223,201,201,201

414,223,201,201,201
414,227,201,201,201

414,223,201,201,201
413,227,201,201,201

415,585,195,195,195
416,584,195,195,195

415,585,195,195,195
414,587,195,195,195

415,585,195,195,195
417,584,195,195,195

415,575,205,205,205
417,578,205,205,205

415,575,205,205,205
417,572,205,205,205

415,575,205,205,205
419,578,205,205,205

415,565,210,210,210
413,565,210,210,210

415,565,210,210,210
412,564,210,210,210

415,565,210,210,210
417,568,210,210,210

415,560,227,227,227
418,561,227,227,227

415,560,227,227,227
412,564,227,227,227

415,560,227,227,227
415,565,227,227,227

415,246,180,180,180
416,252,180,180,180

415,246,180,180,180
417,240,180,180,180

415,246,180,180,180
418,239,180,180,180

415,223,208,208,208
414,223,208,208,208

415,223,208,208,208
414,227,208,208,208

415,223,208,208,208
413,227,208,208,208

415,128,140,140,140
415,125,140,140,140

415,128,140,140,140
423,128,140,140,140

415,128,140,140,140
420,121,140,140,140

415,125,162,162,162
415,128,162,162,162

415,125,162,162,162
420,121,162,162,162

415,125,162,162,162
423,128,162,162,162

416,584,194,194,194
417,584,194,194,194

416,584,194,194,194
415,585,194,194,194

416,584,194,194,194
414,582,194,194,194

416,580,170,170,170
417,578,170,170,170

416,580,170,170,170
414,582,170,170,170

416,580,170,170,170
413,582,170,170,170

416,252,190,190,190
417,255,190,190,190

416,252,190,190,190
417,257,190,190,190

416,252,190,190,190
421,253,190,190,190

416,218,188,188,188
419,218,188,188,188

416,218,188,188,188
419,220,188,188,188

416,218,188,188,188
412,215,188,188,188

416,211,186,186,186
417,213,186,186,186

416,211,186,186,186
411,213,186,186,186

416,211,186,186,186
412,215,186,186,186

417,584,218,218,218
416,584,218,218,218

417,584,218,218,218
415,585,218,218,218

417,584,218,218,218
418,587,218,218,218

417,578,177,177,177
419,578,177,177,177

417,578,177,177,177
416,580,177,177,177

417,578,177,177,177
415,575,177,177,177

417,572,191,191,191
415,575,191,191,191

417,572,191,191,191
417,568,191,191,191

417,572,191,191,191
422,572,191,191,191

417,568,226,226,226
415,565,226,226,226

417,568,226,226,226
417,572,226,226,226

417,568,226,226,226
413,565,226,226,226

417,367,186,186,186
419,368,186,186,186

417,367,186,186,186
421,366,186,186,186

417,367,186,186,186
421,363,186,186,186

417,258,196,196,196
417,257,196,196,196

417,258,196,196,196
419,259,196,196,196

417,258,196,196,196
417,255,196,196,196

417,257,194,194,194
417,258,194,194,194

417,257,194,194,194
417,255,194,194,194

417,257,194,194,194
419,259,194,194,194

417,255,197,197,197
417,257,197,197,197

417,255,197,197,197
417,258,197,197,197

417,255,197,197,197
416,252,197,197,197

417,240,190,190,190
418,239,190,190,190

417,240,190,190,190
421,240,190,190,190

417,240,190,190,190
415,246,190,190,190

417,213,144,144,144
416,211,144,144,144

417,213,144,144,144
416,218,144,144,144

417,213,144,144,144
412,215,144,144,144

418,587,210,210,210
417,584,210,210,210

418,587,210,210,210
415,585,210,210,210

418,587,210,210,210
416,584,210,210,210

418,561,221,221,221
415,560,221,221,221

418,561,221,221,221
420,558,221,221,221

418,561,221,221,221
422,561,221,221,221

418,353,189,189,189
421,363,189,189,189

418,353,189,189,189
421,366,189,189,189

418,353,189,189,189
417,367,189,189,189

418,239,200,200,200
417,240,200,200,200

418,239,200,200,200
421,240,200,200,200

418,239,200,200,200
421,235,200,200,200

419,578,198,198,198
417,578,198,198,198

419,578,198,198,198
421,579,198,198,198

419,578,198,198,198
416,580,198,198,198

419,553,210,210,210
419,552,210,210,210

419,553,210,210,210
420,551,210,210,210

419,553,210,210,210
422,550,210,210,210

419,552,200,200,200
419,553,200,200,200

419,552,200,200,200
420,551,200,200,200

419,552,200,200,200
422,550,200,200,200

419,496,166,166,166
420,495,166,166,166

419,496,166,166,166
421,498,166,166,166

419,496,166,166,166
424,495,166,166,166

419,368,194,194,194
417,367,194,194,194

419,368,194,194,194
421,366,194,194,194

419,368,194,194,194
423,370,194,194,194

419,259,195,195,195
417,258,195,195,195

419,259,195,195,195
417,257,195,195,195

419,259,195,195,195
417,255,195,195,195

419,220,184,184,184
419,218,184,184,184

419,220,184,184,184
416,218,184,184,184

419,220,184,184,184
415,223,184,184,184

419,218,131,131,131
419,220,131,131,131

419,218,131,131,131
416,218,131,131,131

419,218,131,131,131
417,213,131,131,131

420,558,214,214,214
422,557,214,214,214

420,558,214,214,214
418,561,214,214,214

420,558,214,214,214
422,561,214,214,214

420,551,181,181,181
419,552,181,181,181

420,551,181,181,181
419,553,181,181,181

420,551,181,181,181
422,550,181,181,181

420,495,137,137,137
419,496,137,137,137

420,495,137,137,137
421,498,137,137,137

420,495,137,137,137
424,495,137,137,137

420,378,170,170,170
422,378,170,170,170

420,378,170,170,170
425,380,170,170,170

420,378,170,170,170
422,384,170,170,170

420,233,191,191,191
421,235,191,191,191

420,233,191,191,191
414,232,191,191,191

420,233,191,191,191
418,239,191,191,191

420,121,162,162,162
415,125,162,162,162

420,121,162,162,162
425,126,162,162,162

420,121,162,162,162
426,117,162,162,162

420,110,102,102,102
426,116,102,102,102

420,110,102,102,102
426,117,102,102,102

420,110,102,102,102
430,111,102,102,102

421,590,229,229,229
418,587,229,229,229

421,590,229,229,229
423,595,229,229,229

421,590,229,229,229
421,583,229,229,229

421,583,189,189,189
423,583,189,189,189

421,583,189,189,189
423,581,189,189,189

421,583,189,189,189
421,579,189,189,189

421,579,190,190,190
419,578,190,190,190

421,579,190,190,190
423,581,190,190,190

421,579,190,190,190
423,577,190,190,190

421,542,127,127,127
423,545,127,127,127

421,542,127,127,127
425,541,127,127,127

421,542,127,127,127
423,546,127,127,127

421,498,172,172,172
419,496,172,172,172

421,498,172,172,172
420,495,172,172,172

421,498,172,172,172
424,501,172,172,172

421,485,101,101,101
420,495,101,101,101

421,485,101,101,101
424,495,101,101,101

421,485,101,101,101
419,496,101,101,101

421,390,152,152,152
421,388,152,152,152

421,390,152,152,152
424,395,152,152,152

421,390,152,152,152
422,384,152,152,152

421,388,163,163,163
421,390,163,163,163

421,388,163,163,163
422,384,163,163,163

421,388,163,163,163
423,384,163,163,163

421,366,134,134,134
419,368,134,134,134

421,366,134,134,134
421,363,134,134,134

421,366,134,134,134
417,367,134,134,134

421,363,137,137,137
421,366,137,137,137

421,363,137,137,137
419,368,137,137,137

421,363,137,137,137
417,367,137,137,137

421,276,166,166,166
424,278,166,166,166

421,276,166,166,166
423,281,166,166,166

421,276,166,166,166
425,280,166,166,166

421,253,196,196,196
422,251,196,196,196

421,253,196,196,196
417,255,196,196,196

421,253,196,196,196
416,252,196,196,196

421,240,210,210,210
418,239,210,210,210

421,240,210,210,210
417,240,210,210,210

421,240,210,210,210
421,235,210,210,210

421,235,208,208,208
420,233,208,208,208

421,235,208,208,208
418,239,208,208,208

421,235,208,208,208
421,240,208,208,208

422,572,206,206,206
422,570,206,206,206

422,572,206,206,206
425,572,206,206,206

422,572,206,206,206
425,575,206,206,206

422,570,215,215,215
422,572,215,215,215

422,570,215,215,215
425,572,215,215,215

422,570,215,215,215
417,572,215,215,215

422,561,229,229,229
423,560,229,229,229

422,561,229,229,229
420,558,229,229,229

422,561,229,229,229
418,561,229,229,229

422,557,223,223,223
424,557,223,223,223

422,557,223,223,223
420,558,223,223,223

422,557,223,223,223
423,560,223,223,223

422,550,190,190,190
420,551,190,190,190

422,550,190,190,190
419,552,190,190,190

422,550,190,190,190
423,546,190,190,190

422,531,79,79,79
425,541,79,79,79

422,531,79,79,79
429,523,79,79,79

422,531,79,79,79
421,542,79,79,79

422,504,170,170,170
424,501,170,170,170

422,504,170,170,170
427,503,170,170,170

422,504,170,170,170
421,498,170,170,170

422,384,181,181,181
423,384,181,181,181

422,384,181,181,181
421,388,181,181,181

422,384,181,181,181
425,380,181,181,181

422,378,181,181,181
420,378,181,181,181

422,378,181,181,181
425,380,181,181,181

422,378,181,181,181
426,381,181,181,181

422,267,211,211,211
423,265,211,211,211

422,267,211,211,211
425,271,211,211,211

422,267,211,211,211
423,262,211,211,211

422,251,201,201,201
421,253,201,201,201

422,251,201,201,201
416,252,201,201,201

422,251,201,201,201
417,255,201,201,201

423,595,242,242,242
421,590,242,242,242

423,595,242,242,242
418,587,242,242,242

423,595,242,242,242
414,591,242,242,242

423,583,157,157,157
421,583,157,157,157

423,583,157,157,157
423,581,157,157,157

423,583,157,157,157
421,579,157,157,157

423,581,164,164,164
423,583,164,164,164

423,581,164,164,164
421,583,164,164,164

423,581,164,164,164
421,579,164,164,164

423,577,175,175,175
421,579,175,175,175

423,577,175,175,175
425,575,175,175,175

423,577,175,175,175
426,579,175,175,175

423,560,232,232,232
422,561,232,232,232

423,560,232,232,232
422,557,232,232,232

423,560,232,232,232
424,557,232,232,232

423,546,186,186,186
423,545,186,186,186

423,546,186,186,186
426,547,186,186,186

423,546,186,186,186
426,545,186,186,186

423,545,168,168,168
423,546,168,168,168

423,545,168,168,168
426,545,168,168,168

423,545,168,168,168
421,542,168,168,168

423,384,220,220,220
422,384,220,220,220

423,384,220,220,220
426,381,220,220,220

423,384,220,220,220
421,388,220,220,220

423,370,189,189,189
424,371,189,189,189

423,370,189,189,189
424,369,189,189,189

423,370,189,189,189
419,368,189,189,189

423,281,215,215,215
425,280,215,215,215

423,281,215,215,215
424,284,215,215,215

423,281,215,215,215
424,278,215,215,215

423,265,203,203,203
422,267,203,203,203

423,265,203,203,203
423,262,203,203,203

423,265,203,203,203
425,271,203,203,203

423,262,203,203,203
423,265,203,203,203

423,262,203,203,203
419,259,203,203,203

423,262,203,203,203
422,267,203,203,203

423,128,177,177,177
425,126,177,177,177

423,128,177,177,177
428,124,177,177,177

423,128,177,177,177
420,121,177,177,177

424,557,230,230,230
422,557,230,230,230

424,557,230,230,230
426,555,230,230,230

424,557,230,230,230
423,560,230,230,230

424,501,168,168,168
427,500,168,168,168

424,501,168,168,168
422,504,168,168,168

424,501,168,168,168
427,503,168,168,168

424,495,158,158,158
426,496,158,158,158

424,495,158,158,158
420,495,158,158,158

424,495,158,158,158
421,498,158,158,158

424,410,168,168,168
428,409,168,168,168

424,410,168,168,168
427,413,168,168,168

424,410,168,168,168
428,414,168,168,168

424,395,214,214,214
428,392,214,214,214

424,395,214,214,214
421,390,214,214,214

424,395,214,214,214
421,388,214,214,214

424,371,196,196,196
423,370,196,196,196

424,371,196,196,196
424,369,196,196,196

424,371,196,196,196
419,368,196,196,196

424,369,151,151,151
423,370,151,151,151

424,369,151,151,151
424,371,151,151,151

424,369,151,151,151
421,366,151,151,151

424,284,214,214,214
423,281,214,214,214

424,284,214,214,214
427,283,214,214,214

424,284,214,214,214
425,280,214,214,214

424,278,227,227,227
425,280,227,227,227

424,278,227,227,227
423,281,227,227,227

424,278,227,227,227
421,276,227,227,227

425,575,180,180,180
423,577,180,180,180

425,575,180,180,180
425,572,180,180,180

425,575,180,180,180
426,579,180,180,180

425,572,226,226,226
422,572,226,226,226

425,572,226,226,226
425,575,226,226,226

425,572,226,226,226
422,570,226,226,226

425,541,67,67,67
421,542,67,67,67

425,541,67,67,67
426,545,67,67,67

425,541,67,67,67
423,545,67,67,67

425,519,164,164,164
429,523,164,164,164

425,519,164,164,164
422,531,164,164,164

425,519,164,164,164
422,504,164,164,164

425,380,198,198,198
426,381,198,198,198

425,380,198,198,198
422,378,198,198,198

425,380,198,198,198
423,384,198,198,198

425,280,227,227,227
423,281,227,227,227

425,280,227,227,227
424,278,227,227,227

425,280,227,227,227
427,283,227,227,227

425,271,199,199,199
428,269,199,199,199

425,271,199,199,199
429,269,199,199,199

425,271,199,199,199
422,267,199,199,199

425,126,159,159,159
423,128,159,159,159

425,126,159,159,159
428,124,159,159,159

425,126,159,159,159
420,121,159,159,159

426,579,137,137,137
423,581,137,137,137

426,579,137,137,137
423,577,137,137,137

426,579,137,137,137
425,575,137,137,137

426,555,213,213,213
428,556,213,213,213

426,555,213,213,213
424,557,213,213,213

426,555,213,213,213
429,556,213,213,213

426,547,172,172,172
426,545,172,172,172

426,547,172,172,172
423,546,172,172,172

426,547,172,172,172
423,545,172,172,172

426,545,172,172,172
426,547,172,172,172

426,545,172,172,172
423,545,172,172,172

426,545,172,172,172
423,546,172,172,172

426,496,153,153,153
424,495,153,153,153

426,496,153,153,153
427,500,153,153,153

426,496,153,153,153
421,498,153,153,153

426,381,138,138,138
425,380,138,138,138

426,381,138,138,138
423,384,138,138,138

426,381,138,138,138
422,384,138,138,138

426,297,127,127,127
428,291,127,127,127

426,297,127,127,127
432,302,127,127,127

426,297,127,127,127
432,292,127,127,127

426,257,211,211,211
423,262,211,211,211

426,257,211,211,211
421,253,211,211,211

426,257,211,211,211
422,251,211,211,211

426,117,160,160,160
426,116,160,160,160

426,117,160,160,160
429,115,160,160,160

426,117,160,160,160
420,121,160,160,160

426,116,162,162,162
426,117,162,162,162

426,116,162,162,162
429,115,162,162,162

426,116,162,162,162
430,111,162,162,162

427,568,230,230,230
427,566,230,230,230

427,568,230,230,230
425,572,230,230,230

427,568,230,230,230
422,570,230,230,230

427,566,229,229,229
427,568,229,229,229

427,566,229,229,229
427,562,229,229,229

427,566,229,229,229
425,572,229,229,229

427,562,229,229,229
427,566,229,229,229

427,562,229,229,229
423,560,229,229,229

427,562,229,229,229
431,560,229,229,229

427,503,131,131,131
427,500,131,131,131

427,503,131,131,131
424,501,131,131,131

427,503,131,131,131
422,504,131,131,131

427,500,133,133,133
427,503,133,133,133

427,500,133,133,133
424,501,133,133,133

427,500,133,133,133
426,496,133,133,133

427,429,187,187,187
428,430,187,187,187

427,429,187,187,187
429,429,187,187,187

427,429,187,187,187
429,425,187,187,187

427,424,184,184,184
429,425,184,184,184

427,424,184,184,184
427,429,184,184,184

427,424,184,184,184
430,420,184,184,184

427,413,190,190,190
428,414,190,190,190

427,413,190,190,190
428,409,190,190,190

427,413,190,190,190
424,410,190,190,190

427,283,215,215,215
424,284,215,215,215

427,283,215,215,215
425,280,215,215,215

427,283,215,215,215
430,285,215,215,215

428,556,216,216,216
429,556,216,216,216

428,556,216,216,216
426,555,216,216,216

428,556,216,216,216
431,556,216,216,216

428,430,209,209,209
427,429,209,209,209

428,430,209,209,209
429,429,209,209,209

428,430,209,209,209
430,434,209,209,209

428,414,168,168,168
427,413,168,168,168

428,414,168,168,168
428,409,168,168,168

428,414,168,168,168
424,410,168,168,168

428,409,169,169,169
430,407,169,169,169

428,409,169,169,169
431,408,169,169,169

428,409,169,169,169
430,406,169,169,169

428,392,190,190,190
424,395,190,190,190

428,392,190,190,190
421,390,190,190,190

428,392,190,190,190
421,388,190,190,190

428,307,128,128,128
432,302,128,128,128

428,307,128,128,128
435,310,128,128,128

428,307,128,128,128
435,311,128,128,128

428,291,218,218,218
432,292,218,218,218

428,291,218,218,218
426,297,218,218,218

428,291,218,218,218
430,285,218,218,218

428,269,209,209,209
429,269,209,209,209

428,269,209,209,209
425,271,209,209,209

428,269,209,209,209
430,273,209,209,209

428,178,128,128,128
431,180,128,128,128

428,178,128,128,128
434,175,128,128,128

428,178,128,128,128
433,183,128,128,128

428,124,173,173,173
425,126,173,173,173

428,124,173,173,173
432,128,173,173,173

428,124,173,173,173
423,128,173,173,173

429,556,220,220,220
428,556,220,220,220

429,556,220,220,220
431,556,220,220,220

429,556,220,220,220
426,555,220,220,220

429,523,140,140,140
425,519,140,140,140

429,523,140,140,140
422,531,140,140,140

429,523,140,140,140
425,541,140,140,140

429,429,208,208,208
428,430,208,208,208

429,429,208,208,208
427,429,208,208,208

429,429,208,208,208
429,425,208,208,208

429,425,204,204,204
427,424,204,204,204

429,425,204,204,204
429,429,204,204,204

429,425,204,204,204
427,429,204,204,204

429,269,221,221,221
428,269,221,221,221

429,269,221,221,221
430,273,221,221,221

429,269,221,221,221
430,265,221,221,221

429,115,170,170,170
426,116,170,170,170

429,115,170,170,170
426,117,170,170,170

429,115,170,170,170
430,111,170,170,170

430,450,158,158,158
435,453,158,158,158

430,450,158,158,158
434,455,158,158,158

430,450,158,158,158
436,454,158,158,158

430,434,173,173,173
433,436,173,173,173

430,434,173,173,173
428,430,173,173,173

430,434,173,173,173
429,429,173,173,173

430,420,216,216,216
427,424,216,216,216

430,420,216,216,216
429,425,216,216,216

430,420,216,216,216
428,414,216,216,216

430,407,188,188,188
430,406,188,188,188

430,407,188,188,188
431,408,188,188,188

430,407,188,188,188
428,409,188,188,188

430,406,178,178,178
430,407,178,178,178

430,406,178,178,178
431,408,178,178,178

430,406,178,178,178
428,409,178,178,178

430,285,199,199,199
433,284,199,199,199

430,285,199,199,199
427,283,199,199,199

430,285,199,199,199
424,284,199,199,199

430,273,218,218,218
433,273,218,218,218

430,273,218,218,218
429,269,218,218,218

430,273,218,218,218
428,269,218,218,218

430,265,203,203,203
432,264,203,203,203

430,265,203,203,203
429,269,203,203,203

430,265,203,203,203
428,269,203,203,203

430,111,145,145,145
429,115,145,145,145

430,111,145,145,145
426,116,145,145,145

430,111,145,145,145
426,117,145,145,145

431,560,223,223,223
433,562,223,223,223

431,560,223,223,223
431,556,223,223,223

431,560,223,223,223
427,562,223,223,223

431,556,223,223,223
429,556,223,223,223

431,556,223,223,223
428,556,223,223,223

431,556,223,223,223
431,560,223,223,223

431,471,176,176,176
432,471,176,176,176

431,471,176,176,176
433,464,176,176,176

431,471,176,176,176
431,458,176,176,176

431,458,174,174,174
434,455,174,174,174

431,458,174,174,174
433,464,174,174,174

431,458,174,174,174
435,453,174,174,174

431,440,190,190,190
432,443,190,190,190

431,440,190,190,190
434,439,190,190,190

431,440,190,190,190
433,436,190,190,190

431,408,204,204,204
430,407,204,204,204

431,408,204,204,204
430,406,204,204,204

431,408,204,204,204
428,409,204,204,204

431,180,201,201,201
428,178,201,201,201

431,180,201,201,201
433,183,201,201,201

431,180,201,201,201
434,175,201,201,201

432,577,151,151,151
434,575,151,151,151

432,577,151,151,151
435,573,151,151,151

432,577,151,151,151
426,579,151,151,151

432,471,138,138,138
431,471,138,138,138

432,471,138,138,138
433,464,138,138,138

432,471,138,138,138
431,458,138,138,138

432,443,189,189,189
431,440,189,189,189

432,443,189,189,189
436,444,189,189,189

432,443,189,189,189
434,439,189,189,189

432,302,198,198,198
435,299,198,198,198

432,302,198,198,198
434,296,198,198,198

432,302,198,198,198
428,307,198,198,198

432,292,189,189,189
434,295,189,189,189

432,292,189,189,189
428,291,189,189,189

432,292,189,189,189
434,296,189,189,189

432,264,60,60,60
430,265,60,60,60

432,264,60,60,60
429,269,60,60,60

432,264,60,60,60
428,269,60,60,60

432,128,175,175,175
428,124,175,175,175

432,128,175,175,175
436,122,175,175,175

432,128,175,175,175
425,126,175,175,175

433,598,123,123,123
423,595,123,123,123

433,598,123,123,123
421,590,123,123,123

433,598,123,123,123
423,583,123,123,123

433,562,231,231,231
431,560,231,231,231

433,562,231,231,231
436,565,231,231,231

433,562,231,231,231
437,565,231,231,231

433,464,162,162,162
431,458,162,162,162

433,464,162,162,162
432,471,162,162,162

433,464,162,162,162
431,471,162,162,162

433,436,195,195,195
434,439,195,195,195

433,436,195,195,195
430,434,195,195,195

433,436,195,195,195
431,440,195,195,195

433,284,210,210,210
430,285,210,210,210

433,284,210,210,210
436,288,210,210,210

433,284,210,210,210
427,283,210,210,210

433,273,167,167,167
430,273,167,167,167

433,273,167,167,167
429,269,167,167,167

433,273,167,167,167
428,269,167,167,167

433,183,211,211,211
431,180,211,211,211

433,183,211,211,211
428,178,211,211,211

433,183,211,211,211
439,187,211,211,211

433,102,171,171,171
439,108,171,171,171

433,102,171,171,171
436,94,171,171,171

433,102,171,171,171
430,111,171,171,171

434,575,135,135,135
435,573,135,135,135

434,575,135,135,135
432,577,135,135,135

434,575,135,135,135
435,567,135,135,135

434,455,176,176,176
435,453,176,176,176

434,455,176,176,176
436,454,176,176,176

434,455,176,176,176
431,458,176,176,176

434,439,182,182,182
431,440,182,182,182

434,439,182,182,182
433,436,182,182,182

434,439,182,182,182
432,443,182,182,182

434,428,207,207,207
429,429,207,207,207

434,428,207,207,207
429,425,207,207,207

434,428,207,207,207
428,430,207,207,207

434,332,156,156,156
434,331,156,156,156

434,332,156,156,156
435,330,156,156,156

434,332,156,156,156
435,329,156,156,156

434,331,198,198,198
434,332,198,198,198

434,331,198,198,198
435,330,198,198,198

434,331,198,198,198
435,329,198,198,198

434,296,182,182,182
434,295,182,182,182

434,296,182,182,182
435,299,182,182,182

434,296,182,182,182
437,294,182,182,182

434,295,196,196,196
434,296,196,196,196

434,295,196,196,196
437,294,196,196,196

434,295,196,196,196
432,292,196,196,196

434,175,199,199,199
431,180,199,199,199

434,175,199,199,199
428,178,199,199,199

434,175,199,199,199
440,179,199,199,199

435,573,178,178,178
434,575,178,178,178

435,573,178,178,178
432,577,178,178,178

435,573,178,178,178
435,567,178,178,178

435,567,213,213,213
