i1,j1,i2,j2,r,g,b
265,440,265,445,178,178,178
265,445,263,445,191,191,191
265,445,267,446,191,191,191
265,445,264,442,191,191,191
265,468,266,470,190,190,190
265,468,262,466,190,190,190
265,468,270,464,190,190,190
266,159,264,158,215,215,215
266,159,265,161,215,215,215
266,159,266,162,215,215,215
266,162,265,161,230,230,230
266,162,266,164,230,230,230
266,162,266,159,230,230,230
266,164,266,162,215,215,215
266,164,265,161,215,215,215
266,164,268,168,215,215,215
266,170,266,172,218,218,218
266,170,268,169,218,218,218
266,170,268,168,218,218,218
266,172,266,170,216,216,216
266,172,268,174,216,216,216
266,172,268,169,216,216,216
266,187,264,188,194,194,194
266,187,268,190,194,194,194
266,187,269,184,194,194,194
266,210,267,211,240,240,240
266,210,268,209,240,240,240
266,210,270,210,240,240,240
266,401,263,404,176,176,176
266,401,269,398,176,176,176
266,401,267,408,176,176,176
266,409,267,408,200,200,200
266,409,261,411,200,200,200
266,409,263,404,200,200,200
266,422,264,420,157,157,157
266,422,268,420,157,157,157
266,422,263,424,157,157,157
266,429,266,431,165,165,165
266,429,271,431,165,165,165
266,429,270,433,165,165,165
266,431,266,429,204,204,204
266,431,270,433,204,204,204
266,431,271,431,204,204,204
266,452,270,450,180,180,180
266,452,261,453,180,180,180
266,452,261,449,180,180,180
266,470,265,468,168,168,168
266,470,262,466,168,168,168
266,470,270,464,168,168,168
266,493,272,493,90,90,90
266,493,272,488,90,90,90
266,493,275,491,90,90,90
267,152,270,151,197,197,197
267,152,270,154,197,197,197
267,152,263,153,197,197,197
267,211,266,210,210,210,210
267,211,268,209,210,210,210
267,211,270,210,210,210,210
267,298,271,298,207,207,207
267,298,267,304,207,207,207
267,298,260,296,207,207,207
267,304,267,298,206,206,206
267,304,273,305,206,206,206
267,304,271,298,206,206,206
267,361,267,364,196,196,196
267,361,264,364,196,196,196
267,361,262,365,196,196,196
267,364,264,364,206,206,206
267,364,267,361,206,206,206
267,364,271,366,206,206,206
267,408,266,409,185,185,185
267,408,263,404,185,185,185
267,408,261,411,185,185,185
267,446,265,445,173,173,173
267,446,263,445,173,173,173
267,446,264,442,173,173,173
267,510,266,493,150,150,150
267,510,272,493,150,150,150
267,510,275,491,150,150,150
268,168,268,169,199,199,199
268,168,266,170,199,199,199
268,168,266,164,199,199,199
268,169,268,168,213,213,213
268,169,266,170,213,213,213
268,169,266,172,213,213,213
268,174,266,172,226,226,226
268,174,268,177,226,226,226
268,174,266,170,226,226,226
268,177,268,174,245,245,245
268,177,266,172,245,245,245
268,177,271,182,245,245,245
268,190,266,187,199,199,199
268,190,264,188,199,199,199
268,190,269,184,199,199,199
268,209,266,210,237,237,237
268,209,267,211,237,237,237
268,209,270,210,237,237,237
268,420,269,420,156,156,156
268,420,266,422,156,156,156
268,420,271,421,156,156,156
268,459,268,460,193,193,193
268,459,270,464,193,193,193
268,459,262,461,193,193,193
268,460,268,459,196,196,196
268,460,270,464,196,196,196
268,460,262,461,196,196,196
269,184,271,182,241,241,241
269,184,266,187,241,241,241
269,184,268,190,241,241,241
269,398,272,396,190,190,190
269,398,266,401,190,190,190
269,398,263,404,190,190,190
269,420,268,420,130,130,130
269,420,271,421,130,130,130
269,420,272,420,130,130,130
270,93,273,94,164,164,164
270,93,272,89,164,164,164
270,93,271,88,164,164,164
270,151,270,154,133,133,133
270,151,267,152,133,133,133
270,151,271,155,133,133,133
270,154,271,155,147,147,147
270,154,270,151,147,147,147
270,154,267,152,147,147,147
270,210,268,209,175,175,175
270,210,267,211,175,175,175
270,210,266,210,175,175,175
270,216,272,219,217,217,217
270,216,271,220,217,217,217
270,216,274,217,217,217,217
270,433,271,431,197,197,197
270,433,266,431,197,197,197
270,433,266,429,197,197,197
270,450,272,451,167,167,167
270,450,266,452,167,167,167
270,450,267,446,167,167,167
270,464,268,460,147,147,147
270,464,268,459,147,147,147
270,464,265,468,147,147,147
271,88,272,89,201,201,201
271,88,275,87,201,201,201
271,88,270,93,201,201,201
271,155,270,154,168,168,168
271,155,271,158,168,168,168
271,155,270,151,168,168,168
271,158,271,155,206,206,206
271,158,270,154,206,206,206
271,158,266,159,206,206,206
271,182,269,184,237,237,237
271,182,268,177,237,237,237
271,182,266,187,237,237,237
271,220,272,219,250,250,250
271,220,273,223,250,250,250
271,220,270,216,250,250,250
271,243,274,243,177,177,177
271,243,272,247,177,177,177
271,243,276,239,177,177,177
271,253,274,253,197,197,197
271,253,272,247,197,197,197
271,253,275,258,197,197,197
271,298,267,298,199,199,199
271,298,267,304,199,199,199
271,298,273,305,199,199,199
271,366,267,364,208,208,208
271,366,271,371,208,208,208
271,366,276,364,208,208,208
271,371,271,366,191,191,191
271,371,276,368,191,191,191
271,371,265,370,191,191,191
271,421,272,420,159,159,159
271,421,269,420,159,159,159
271,421,268,420,159,159,159
271,431,270,433,196,196,196
271,431,275,430,196,196,196
271,431,266,431,196,196,196
272,89,271,88,203,203,203
272,89,275,87,203,203,203
272,89,270,93,203,203,203
272,219,271,220,240,240,240
272,219,274,217,240,240,240
272,219,270,216,240,240,240
272,225,273,223,235,235,235
272,225,274,223,235,235,235
272,225,275,221,235,235,235
272,231,274,231,197,197,197
272,231,276,228,197,197,197
272,231,272,225,197,197,197
272,247,271,243,210,210,210
272,247,274,243,210,210,210
272,247,271,253,210,210,210
272,396,269,398,208,208,208
272,396,275,391,208,208,208
272,396,278,394,208,208,208
272,420,271,421,171,171,171
272,420,269,420,171,171,171
272,420,268,420,171,171,171
272,451,270,450,217,217,217
272,451,266,452,217,217,217
272,451,267,446,217,217,217
272,488,275,491,163,163,163
272,488,272,493,163,163,163
272,488,266,493,163,163,163
272,493,275,491,162,162,162
272,493,272,488,162,162,162
272,493,266,493,162,162,162
273,94,270,93,172,172,172
273,94,272,89,172,172,172
273,94,271,88,172,172,172
273,223,274,223,235,235,235
273,223,272,225,235,235,235
273,223,275,221,235,235,235
273,273,273,274,216,216,216
273,273,273,278,216,216,216
273,273,275,268,216,216,216
273,274,273,273,239,239,239
273,274,273,278,239,239,239
273,274,275,268,239,239,239
273,278,273,274,203,203,203
273,278,273,273,203,203,203
273,278,275,268,203,203,203
273,305,267,304,195,195,195
273,305,271,298,195,195,195
273,305,280,303,195,195,195
273,332,278,336,82,82,82
273,332,284,335,82,82,82
273,332,286,328,82,82,82
273,357,276,357,214,214,214
273,357,276,360,214,214,214
273,357,278,357,214,214,214
273,442,267,446,183,183,183
273,442,265,440,183,183,183
273,442,265,445,183,183,183
274,78,274,81,69,69,69
274,78,277,81,69,69,69
274,78,279,78,69,69,69
274,81,274,78,199,199,199
274,81,277,81,199,199,199
274,81,277,86,199,199,199
274,217,272,219,202,202,202
274,217,270,216,202,202,202
274,217,275,221,202,202,202
274,223,273,223,245,245,245
274,223,275,221,245,245,245
274,223,272,225,245,245,245
274,231,272,231,240,240,240
274,231,276,228,240,240,240
274,231,272,225,240,240,240
274,243,271,243,204,204,204
274,243,278,243,204,204,204
274,243,272,247,204,204,204
274,253,271,253,224,224,224
274,253,275,258,224,224,224
274,253,272,247,224,224,224
274,415,276,418,206,206,206
274,415,279,416,206,206,206
274,415,272,420,206,206,206
275,87,277,86,205,205,205
275,87,272,89,205,205,205
275,87,279,87,205,205,205
275,221,274,223,216,216,216
275,221,273,223,216,216,216
275,221,272,219,216,216,216
275,258,274,253,206,206,206
275,258,271,253,206,206,206
275,258,275,268,206,206,206
275,268,273,273,176,176,176
275,268,273,274,176,176,176
275,268,275,258,176,176,176
275,391,277,391,189,189,189
275,391,278,394,189,189,189
275,391,278,387,189,189,189
275,427,275,430,208,208,208
275,427,276,432,208,208,208
275,427,271,431,208,208,208
275,430,276,432,178,178,178
275,430,275,427,178,178,178
275,430,277,433,178,178,178
275,491,272,493,166,166,166
275,491,272,488,166,166,166
275,491,280,490,166,166,166
276,228,274,231,249,249,249
276,228,272,225,249,249,249
276,228,272,231,249,249,249
276,239,280,238,226,226,226
276,239,274,243,226,226,226
276,239,278,243,226,226,226
276,357,278,357,206,206,206
276,357,273,357,206,206,206
276,357,276,360,206,206,206
276,360,276,357,203,203,203
276,360,278,357,203,203,203
276,360,276,364,203,203,203
276,364,277,365,160,160,160
276,364,278,365,160,160,160
276,364,276,360,160,160,160
276,368,277,365,167,167,167
276,368,279,369,167,167,167
276,368,278,365,167,167,167
276,408,277,409,185,185,185
276,408,280,413,185,185,185
276,408,274,415,185,185,185
276,418,274,415,200,200,200
276,418,279,416,200,200,200
276,418,272,420,200,200,200
276,432,277,433,185,185,185
276,432,275,430,185,185,185
276,432,271,431,185,185,185
276,478,277,477,172,172,172
276,478,281,478,172,172,172
276,478,281,479,172,172,172
277,81,274,81,219,219,219
277,81,279,78,219,219,219
277,81,274,78,219,219,219
277,86,275,87,218,218,218
277,86,279,87,218,218,218
277,86,280,84,218,218,218
277,365,278,365,168,168,168
277,365,276,364,168,168,168
277,365,276,368,168,168,168
277,391,275,391,198,198,198
277,391,278,394,198,198,198
277,391,278,387,198,198,198
277,409,276,408,187,187,187
277,409,280,413,187,187,187
277,409,274,415,187,187,187
277,433,276,432,139,139,139
277,433,275,430,139,139,139
277,433,271,431,139,139,139
277,477,276,478,187,187,187
277,477,281,478,187,187,187
277,477,281,479,187,187,187
278,156,282,161,207,207,207
278,156,271,155,207,207,207
278,156,271,158,207,207,207
278,200,282,201,247,247,247
278,200,280,196,247,247,247
278,200,279,195,247,247,247
278,243,274,243,225,225,225
278,243,276,239,225,225,225
278,243,280,238,225,225,225
278,336,284,335,65,65,65
278,336,273,332,65,65,65
278,336,278,346,65,65,65
278,346,280,348,197,197,197
278,346,279,350,197,197,197
278,346,284,351,197,197,197
278,357,276,357,172,172,172
278,357,279,354,172,172,172
278,357,276,360,172,172,172
278,365,277,365,171,171,171
278,365,276,364,171,171,171
278,365,276,368,171,171,171
278,387,277,391,131,131,131
278,387,275,391,131,131,131
278,387,278,394,131,131,131
278,394,277,391,217,217,217
278,394,275,391,217,217,217
278,394,280,398,217,217,217
279,78,277,81,199,199,199
279,78,282,80,199,199,199
279,78,274,78,199,199,199
279,87,277,86,207,207,207
279,87,280,84,207,207,207
279,87,275,87,207,207,207
279,195,280,196,255,255,255
279,195,282,195,255,255,255
279,195,283,197,255,255,255
279,313,286,313,105,105,105
279,313,287,310,105,105,105
279,313,273,305,105,105,105
279,350,280,348,181,181,181
279,350,279,354,181,181,181
279,350,278,346,181,181,181
279,354,278,357,183,183,183
279,354,279,350,183,183,183
279,354,276,357,183,183,183
279,369,276,368,176,176,176
279,369,278,365,176,176,176
279,369,277,365,176,176,176
279,416,280,413,178,178,178
279,416,276,418,178,178,178
279,416,274,415,178,178,178
279,422,276,418,174,174,174
279,422,279,416,174,174,174
279,422,275,427,174,174,174
280,84,282,82,235,235,235
280,84,279,87,235,235,235
280,84,277,86,235,235,235
280,91,283,90,116,116,116
280,91,279,87,116,116,116
280,91,284,88,116,116,116
280,164,282,161,161,161,161
280,164,286,167,161,161,161
280,164,283,171,161,161,161
280,196,279,195,255,255,255
280,196,282,195,255,255,255
280,196,283,197,255,255,255
280,238,276,239,180,180,180
280,238,278,243,180,180,180
280,238,274,243,180,180,180
280,302,280,303,121,121,121
280,302,283,300,121,121,121
280,302,283,299,121,121,121
280,303,280,302,105,105,105
280,303,283,300,105,105,105
280,303,283,299,105,105,105
280,348,279,350,195,195,195
280,348,278,346,195,195,195
280,348,284,351,195,195,195
280,398,282,396,180,180,180
280,398,278,394,180,180,180
280,398,282,402,180,180,180
280,413,279,416,183,183,183
280,413,277,409,183,183,183
280,413,274,415,183,183,183
280,465,281,464,173,173,173
280,465,280,470,173,173,173
280,465,283,460,173,173,173
280,470,282,472,184,184,184
280,470,283,473,184,184,184
280,470,280,465,184,184,184
280,484,281,485,213,213,213
280,484,283,485,213,213,213
280,484,282,487,213,213,213
280,490,282,487,182,182,182
280,490,275,491,182,182,182
280,490,281,485,182,182,182
281,208,287,210,247,247,247
281,208,282,201,247,247,247
281,208,284,201,247,247,247
281,464,280,465,182,182,182
281,464,283,460,182,182,182
281,464,280,470,182,182,182
281,478,281,479,222,222,222
281,478,283,475,222,222,222
281,478,284,480,222,222,222
281,479,281,478,217,217,217
281,479,284,480,217,217,217
281,479,277,477,217,217,217
281,485,280,484,194,194,194
281,485,283,485,194,194,194
281,485,282,487,194,194,194
282,80,282,82,221,221,221
282,80,279,78,221,221,221
282,80,280,84,221,221,221
282,82,282,80,218,218,218
282,82,280,84,218,218,218
282,82,279,78,218,218,218
282,161,280,164,233,233,233
282,161,278,156,233,233,233
282,161,286,167,233,233,233
282,195,280,196,206,206,206
282,195,283,197,206,206,206
282,195,279,195,206,206,206
282,201,284,201,248,248,248
282,201,284,198,248,248,248
282,201,278,200,248,248,248
282,359,278,357,174,174,174
282,359,279,354,174,174,174
282,359,276,360,174,174,174
282,396,280,398,198,198,198
282,396,278,394,198,198,198
282,396,282,402,198,198,198
282,402,280,398,192,192,192
282,402,282,396,192,192,192
282,402,276,408,192,192,192
282,472,283,473,184,184,184
282,472,280,470,184,184,184
282,472,283,475,184,184,184
282,487,281,485,167,167,167
282,487,283,485,167,167,167
282,487,280,484,167,167,167
283,90,284,88,147,147,147
283,90,280,91,147,147,147
283,90,279,87,147,147,147
283,171,286,167,196,196,196
283,171,288,171,196,196,196
283,171,286,177,196,196,196
283,181,284,179,173,173,173
283,181,285,179,173,173,173
283,181,284,185,173,173,173
283,197,284,198,254,254,254
283,197,282,195,254,254,254
283,197,280,196,254,254,254
283,299,283,300,148,148,148
283,299,280,302,148,148,148
283,299,280,303,148,148,148
283,300,283,299,142,142,142
283,300,280,302,142,142,142
283,300,280,303,142,142,142
283,460,281,464,174,174,174
283,460,280,465,174,174,174
283,460,289,459,174,174,174
283,473,282,472,206,206,206
283,473,283,475,206,206,206
283,473,280,470,206,206,206
283,475,283,473,209,209,209
283,475,282,472,209,209,209
283,475,286,476,209,209,209
283,485,281,485,185,185,185
283,485,282,487,185,185,185
283,485,280,484,185,185,185
284,70,287,72,145,145,145
284,70,292,68,145,145,145
284,70,292,73,145,145,145
284,88,283,90,152,152,152
284,88,280,91,152,152,152
284,88,279,87,152,152,152
284,124,293,131,93,93,93
284,124,289,135,93,93,93
284,124,291,136,93,93,93
284,179,285,179,232,232,232
284,179,283,181,232,232,232
284,179,286,177,232,232,232
284,185,283,181,163,163,163
284,185,289,183,163,163,163
284,185,287,180,163,163,163
284,198,283,197,251,251,251
284,198,284,201,251,251,251
284,198,282,195,251,251,251
284,201,282,201,250,250,250
284,201,284,198,250,250,250
284,201,283,197,250,250,250
284,280,286,272,188,188,188
284,280,293,285,188,188,188
284,280,294,284,188,188,188
284,335,278,336,182,182,182
284,335,286,328,182,182,182
284,335,273,332,182,182,182
284,351,280,348,173,173,173
284,351,279,350,173,173,173
284,351,279,354,173,173,173
284,480,281,479,212,212,212
284,480,281,478,212,212,212
284,480,286,476,212,212,212
285,179,284,179,240,240,240
285,179,286,177,240,240,240
285,179,287,180,240,240,240
285,258,285,264,216,216,216
285,258,286,266,216,216,216
285,258,275,258,216,216,216
285,264,286,266,209,209,209
285,264,288,268,209,209,209
285,264,285,258,209,209,209
285,449,287,454,164,164,164
285,449,288,456,164,164,164
285,449,292,445,164,164,164
286,167,288,171,244,244,244
286,167,283,171,244,244,244
286,167,280,164,244,244,244
286,177,285,179,245,245,245
286,177,284,179,245,245,245
286,177,287,180,245,245,245
286,214,288,217,251,251,251
286,214,287,210,251,251,251
286,214,289,217,251,251,251
286,266,285,264,236,236,236
286,266,288,268,236,236,236
286,266,286,272,236,236,236
286,272,288,268,214,214,214
286,272,286,266,214,214,214
286,272,285,264,214,214,214
286,313,287,310,146,146,146
286,313,288,318,146,146,146
286,313,289,308,146,146,146
286,328,284,335,163,163,163
286,328,288,318,163,163,163
286,328,278,336,163,163,163
286,476,283,475,192,192,192
286,476,283,473,192,192,192
286,476,284,480,192,192,192
287,72,284,70,223,223,223
287,72,292,73,223,223,223
287,72,292,68,223,223,223
287,180,285,179,248,248,248
287,180,284,179,248,248,248
287,180,286,177,248,248,248
287,210,289,207,247,247,247
287,210,290,212,247,247,247
287,210,286,214,247,247,247
287,310,289,308,149,149,149
287,310,286,313,149,149,149
287,310,288,318,149,149,149
287,454,288,456,171,171,171
287,454,285,449,171,171,171
287,454,289,459,171,171,171
288,171,286,167,236,236,236
288,171,283,171,236,236,236
288,171,292,175,236,236,236
288,217,289,217,224,224,224
288,217,286,214,224,224,224
288,217,290,212,224,224,224
288,268,286,266,208,208,208
288,268,286,272,208,208,208
288,268,285,264,208,208,208
288,318,286,313,131,131,131
288,318,287,310,131,131,131
288,318,289,308,131,131,131
288,456,287,454,172,172,172
288,456,289,459,172,172,172
288,456,291,458,172,172,172
289,80,291,80,221,221,221
289,80,292,82,221,221,221
289,80,282,80,221,221,221
289,135,291,136,150,150,150
289,135,292,138,150,150,150
289,135,293,131,150,150,150
289,183,290,183,246,246,246
289,183,287,180,246,246,246
289,183,284,185,246,246,246
289,198,291,200,177,177,177
289,198,290,201,177,177,177
289,198,292,200,177,177,177
289,203,290,201,250,250,250
289,203,291,200,250,250,250
289,203,289,207,250,250,250
289,207,292,206,241,241,241
289,207,287,210,241,241,241
289,207,289,203,241,241,241
289,217,288,217,231,231,231
289,217,286,214,231,231,231
289,217,290,212,231,231,231
289,308,287,310,140,140,140
289,308,286,313,140,140,140
289,308,298,310,140,140,140
289,459,291,458,179,179,179
289,459,288,456,179,179,179
289,459,289,464,179,179,179
289,464,289,459,177,177,177
289,464,291,458,177,177,177
289,464,283,460,177,177,177
289,480,284,480,95,95,95
289,480,286,476,95,95,95
289,480,283,475,95,95,95
290,89,295,90,170,170,170
290,89,284,88,170,170,170
290,89,283,90,170,170,170
290,183,289,183,253,253,253
290,183,287,180,253,253,253
290,183,294,180,253,253,253
290,201,291,200,233,233,233
290,201,289,203,233,233,233
290,201,292,200,233,233,233
290,212,291,212,245,245,245
290,212,287,210,245,245,245
290,212,286,214,245,245,245
290,298,283,299,147,147,147
290,298,283,300,147,147,147
290,298,294,291,147,147,147
291,80,289,80,209,209,209
291,80,292,82,209,209,209
291,80,297,80,209,209,209
291,136,289,135,181,181,181
291,136,292,138,181,181,181
291,136,293,131,181,181,181
291,142,292,138,203,203,203
291,142,295,144,203,203,203
291,142,295,145,203,203,203
291,200,292,200,244,244,244
291,200,290,201,244,244,244
291,200,289,198,244,244,244
291,212,290,212,239,239,239
291,212,287,210,239,239,239
291,212,286,214,239,239,239
291,458,289,459,187,187,187
291,458,288,456,187,187,187
291,458,287,454,187,187,187
291,472,286,476,163,163,163
291,472,283,473,163,163,163
291,472,289,464,163,163,163
292,68,294,66,194,194,194
292,68,295,68,194,194,194
292,68,295,71,194,194,194
292,73,295,72,224,224,224
292,73,295,71,224,224,224
292,73,292,68,224,224,224
292,82,291,80,196,196,196
292,82,289,80,196,196,196
292,82,297,80,196,196,196
292,138,291,136,171,171,171
292,138,291,142,171,171,171
292,138,289,135,171,171,171
292,159,297,156,75,75,75
292,159,294,153,75,75,75
292,159,295,153,75,75,75
292,175,293,177,193,193,193
292,175,294,180,193,193,193
292,175,288,171,193,193,193
292,189,294,189,253,253,253
292,189,295,189,253,253,253
292,189,295,193,253,253,253
292,200,291,200,255,255,255
292,200,290,201,255,255,255
292,200,289,198,255,255,255
292,206,289,207,228,228,228
292,206,296,206,228,228,228
292,206,289,203,228,228,228
292,445,294,445,177,177,177
292,445,294,441,177,177,177
292,445,285,449,177,177,177
293,131,291,136,172,172,172
293,131,289,135,172,172,172
293,131,292,138,172,172,172
293,151,294,153,204,204,204
293,151,295,149,204,204,204
293,151,295,153,204,204,204
293,177,292,175,193,193,193
293,177,294,180,193,193,193
293,177,287,180,193,193,193
293,285,294,284,156,156,156
293,285,295,284,156,156,156
293,285,295,287,156,156,156
293,342,298,341,110,110,110
293,342,293,351,110,110,110
293,342,302,348,110,110,110
293,351,297,354,166,166,166
293,351,294,357,166,166,166
293,351,296,357,166,166,166
294,64,294,66,199,199,199
294,64,297,66,199,199,199
294,64,295,68,199,199,199
294,66,294,64,197,197,197
294,66,295,68,197,197,197
294,66,292,68,197,197,197
294,153,295,153,213,213,213
294,153,293,151,213,213,213
294,153,296,152,213,213,213
294,180,293,177,238,238,238
294,180,290,183,238,238,238
294,180,292,175,238,238,238
294,189,295,189,254,254,254
294,189,292,189,254,254,254
294,189,295,193,254,254,254
294,284,295,284,189,189,189
294,284,293,285,189,189,189
294,284,295,287,189,189,189
294,290,294,291,184,184,184
294,290,295,287,184,184,184
294,290,293,285,184,184,184
294,291,294,290,184,184,184
294,291,295,287,184,184,184
294,291,293,285,184,184,184
294,357,296,357,215,215,215
294,357,297,354,215,215,215
294,357,296,362,215,215,215
294,416,296,411,186,186,186
294,416,301,415,186,186,186
294,416,297,423,186,186,186
294,441,294,445,217,217,217
294,441,292,445,217,217,217
294,441,285,449,217,217,217
294,445,292,445,186,186,186
294,445,294,441,186,186,186
294,445,285,449,186,186,186
295,68,294,66,214,214,214
295,68,297,66,214,214,214
295,68,292,68,214,214,214
295,71,295,72,211,211,211
295,71,295,68,211,211,211
295,71,298,70,211,211,211
295,72,295,71,219,219,219
295,72,292,73,219,219,219
295,72,297,75,219,219,219
295,90,290,89,165,165,165
295,90,292,82,165,165,165
295,90,297,80,165,165,165
295,144,295,145,242,242,242
295,144,291,142,242,242,242
295,144,295,149,242,242,242
295,145,295,144,225,225,225
295,145,295,149,225,225,225
295,145,291,142,225,225,225
295,149,296,151,217,217,217
295,149,293,151,217,217,217
295,149,296,152,217,217,217
295,153,294,153,222,222,222
295,153,296,152,222,222,222
295,153,296,151,222,222,222
295,189,294,189,245,245,245
295,189,292,189,245,245,245
295,189,295,193,245,245,245
295,193,298,195,250,250,250
295,193,295,189,250,250,250
295,193,299,193,250,250,250
295,284,294,284,178,178,178
295,284,293,285,178,178,178
295,284,295,287,178,178,178
295,287,293,285,207,207,207
295,287,295,284,207,207,207
295,287,294,284,207,207,207
295,376,296,376,176,176,176
295,376,297,378,176,176,176
295,376,298,373,176,176,176
296,151,296,152,233,233,233
296,151,298,151,233,233,233
296,151,295,149,233,233,233
296,152,296,151,229,229,229
296,152,295,153,229,229,229
296,152,294,153,229,229,229
296,206,292,206,202,202,202
296,206,297,210,202,202,202
296,206,289,207,202,202,202
296,278,296,281,205,205,205
296,278,295,284,205,205,205
296,278,294,284,205,205,205
296,281,296,278,215,215,215
296,281,295,284,215,215,215
296,281,294,284,215,215,215
296,357,294,357,189,189,189
296,357,297,354,189,189,189
296,357,296,362,189,189,189
296,362,296,357,186,186,186
296,362,294,357,186,186,186
296,362,296,368,186,186,186
296,368,296,369,173,173,173
296,368,297,372,173,173,173
296,368,298,373,173,173,173
296,369,296,368,171,171,171
296,369,297,372,171,171,171
296,369,298,373,171,171,171
296,376,295,376,184,184,184
296,376,297,378,184,184,184
296,376,298,373,184,184,184
296,387,299,386,203,203,203
296,387,300,390,203,203,203
296,387,299,392,203,203,203
296,411,300,410,202,202,202
296,411,294,416,202,202,202
296,411,297,405,202,202,202
297,66,295,68,212,212,212
297,66,294,66,212,212,212
297,66,294,64,212,212,212
297,75,298,78,197,197,197
297,75,295,72,197,197,197
297,75,295,71,197,197,197
297,80,299,80,212,212,212
297,80,298,78,212,212,212
297,80,297,75,212,212,212
297,138,292,138,149,149,149
297,138,291,136,149,149,149
297,138,295,144,149,149,149
297,156,299,158,233,233,233
297,156,298,153,233,233,233
297,156,295,153,233,233,233
297,210,296,206,197,197,197
297,210,297,215,197,197,197
297,210,291,212,197,197,197
297,215,297,210,234,234,234
297,215,299,220,234,234,234
297,215,291,212,234,234,234
297,265,299,263,189,189,189
297,265,300,265,189,189,189
297,265,298,260,189,189,189
297,354,296,357,197,197,197
297,354,300,352,197,197,197
297,354,301,354,197,197,197
297,372,298,373,174,174,174
297,372,296,369,174,174,174
297,372,301,372,174,174,174
297,378,296,376,207,207,207
297,378,295,376,207,207,207
297,378,300,377,207,207,207
297,405,300,401,209,209,209
297,405,300,410,209,209,209
297,405,296,411,209,209,209
297,423,297,425,199,199,199
297,423,299,427,199,199,199
297,423,294,416,199,199,199
297,425,297,423,199,199,199
297,425,299,427,199,199,199
297,425,294,416,199,199,199
297,498,302,487,128,128,128
297,498,282,487,128,128,128
297,498,280,490,128,128,128
298,70,295,71,212,212,212
298,70,295,68,212,212,212
298,70,295,72,212,212,212
298,78,297,80,184,184,184
298,78,299,80,184,184,184
298,78,297,75,184,184,184
298,151,296,151,176,176,176
298,151,298,153,176,176,176
298,151,296,152,176,176,176
298,153,298,151,157,157,157
298,153,296,152,157,157,157
298,153,296,151,157,157,157
298,185,295,189,221,221,221
298,185,294,189,221,221,221
298,185,301,190,221,221,221
298,195,299,194,228,228,228
298,195,299,193,228,228,228
298,195,295,193,228,228,228
298,249,300,245,203,203,203
298,249,299,243,203,203,203
298,249,300,243,203,203,203
298,260,299,260,211,211,211
298,260,299,257,211,211,211
298,260,299,263,211,211,211
298,310,299,311,149,149,149
298,310,302,309,149,149,149
298,310,300,314,149,149,149
298,317,300,314,189,189,189
298,317,299,311,189,189,189
298,317,304,316,189,189,189
298,341,293,342,186,186,186
298,341,301,334,186,186,186
298,341,302,348,186,186,186
298,373,297,372,183,183,183
298,373,301,372,183,183,183
298,373,296,376,183,183,183
298,399,299,399,207,207,207
298,399,300,401,207,207,207
298,399,300,396,207,207,207
299,62,302,62,205,205,205
299,62,297,66,205,205,205
299,62,303,60,205,205,205
299,80,297,80,187,187,187
299,80,298,78,187,187,187
299,80,302,77,187,187,187
299,158,300,160,222,222,222
299,158,301,157,222,222,222
299,158,297,156,222,222,222
299,193,299,194,236,236,236
299,193,300,192,236,236,236
299,193,298,195,236,236,236
299,194,299,193,241,241,241
299,194,298,195,241,241,241
299,194,300,192,241,241,241
299,220,297,215,179,179,179
299,220,297,210,179,179,179
299,220,289,217,179,179,179
299,243,300,243,179,179,179
299,243,300,245,179,179,179
299,243,302,244,179,179,179
299,257,299,260,195,195,195
299,257,298,260,195,195,195
299,257,299,263,195,195,195
299,260,298,260,195,195,195
299,260,299,257,195,195,195
299,260,299,263,195,195,195
299,263,300,265,217,217,217
299,263,297,265,217,217,217
299,263,299,260,217,217,217
299,311,298,310,188,188,188
299,311,300,314,188,188,188
299,311,302,309,188,188,188
299,386,296,387,208,208,208
299,386,300,390,208,208,208
299,386,304,385,208,208,208
299,392,300,390,193,193,193
299,392,300,396,193,193,193
299,392,301,397,193,193,193
299,399,298,399,218,218,218
299,399,300,401,218,218,218
299,399,301,397,218,218,218
299,427,297,425,157,157,157
299,427,297,423,157,157,157
299,427,308,425,157,157,157
300,160,299,158,236,236,236
300,160,301,162,236,236,236
300,160,302,159,236,236,236
300,192,299,193,249,249,249
300,192,299,194,249,249,249
300,192,301,190,249,249,249
300,243,299,243,195,195,195
300,243,300,245,195,195,195
300,243,302,244,195,195,195
300,245,300,243,167,167,167
300,245,299,243,167,167,167
300,245,302,244,167,167,167
300,265,299,263,210,210,210
300,265,297,265,210,210,210
300,265,303,265,210,210,210
300,286,295,287,117,117,117
300,286,295,284,117,117,117
300,286,294,284,117,117,117
300,314,299,311,168,168,168
300,314,298,317,168,168,168
300,314,298,310,168,168,168
300,352,301,354,184,184,184
300,352,297,354,184,184,184
300,352,302,348,184,184,184
300,377,297,378,200,200,200
300,377,296,376,200,200,200
300,377,298,373,200,200,200
300,390,299,392,212,212,212
300,390,299,386,212,212,212
300,390,296,387,212,212,212
300,396,301,397,204,204,204
300,396,299,399,204,204,204
300,396,298,399,204,204,204
300,401,299,399,192,192,192
300,401,298,399,192,192,192
300,401,301,397,192,192,192
300,410,296,411,201,201,201
300,410,301,415,201,201,201
300,410,297,405,201,201,201
301,157,299,158,233,233,233
