i1,j1,i2,j2,r,g,b
450,574,448,573,163,163,163
450,574,457,567,163,163,163
450,574,449,563,163,163,163
450,615,444,613,209,209,209
450,615,453,621,209,209,209
450,615,455,624,209,209,209
451,196,452,196,168,168,168
451,196,452,198,168,168,168
451,196,449,194,168,168,168
451,308,450,306,192,192,192
451,308,453,305,192,192,192
451,308,452,312,192,192,192
451,316,452,312,205,205,205
451,316,448,313,205,205,205
451,316,454,320,205,205,205
451,464,450,465,225,225,225
451,464,450,466,225,225,225
451,464,454,464,225,225,225
451,488,450,488,223,223,223
451,488,451,490,223,223,223
451,488,452,490,223,223,223
451,490,452,490,228,228,228
451,490,451,488,228,228,228
451,490,450,488,228,228,228
451,544,452,545,169,169,169
451,544,449,545,169,169,169
451,544,450,548,169,169,169
452,196,451,196,154,154,154
452,196,452,198,154,154,154
452,196,454,197,154,154,154
452,198,452,196,146,146,146
452,198,450,199,146,146,146
452,198,451,196,146,146,146
452,312,454,311,211,211,211
452,312,448,313,211,211,211
452,312,451,308,211,211,211
452,332,453,333,199,199,199
452,332,452,334,199,199,199
452,332,447,329,199,199,199
452,334,453,333,200,200,200
452,334,452,332,200,200,200
452,334,446,336,200,200,200
452,460,456,460,222,222,222
452,460,451,464,222,222,222
452,460,456,461,222,222,222
452,469,452,470,232,232,232
452,469,450,471,232,232,232
452,469,450,466,232,232,232
452,470,452,469,226,226,226
452,470,450,471,226,226,226
452,470,452,473,226,226,226
452,473,453,473,222,222,222
452,473,454,474,222,222,222
452,473,450,471,222,222,222
452,490,451,490,219,219,219
452,490,451,488,219,219,219
452,490,450,488,219,219,219
452,493,453,493,194,194,194
452,493,452,490,194,194,194
452,493,449,494,194,194,194
452,545,451,544,174,174,174
452,545,449,545,174,174,174
452,545,450,548,174,174,174
453,213,457,212,168,168,168
453,213,457,215,168,168,168
453,213,448,213,168,168,168
453,305,456,305,205,205,205
453,305,450,306,205,205,205
453,305,451,308,205,205,205
453,333,452,332,158,158,158
453,333,452,334,158,158,158
453,333,447,329,158,158,158
453,473,452,473,217,217,217
453,473,454,474,217,217,217
453,473,452,470,217,217,217
453,493,452,493,160,160,160
453,493,452,490,160,160,160
453,493,451,490,160,160,160
453,621,455,624,198,198,198
453,621,458,625,198,198,198
453,621,450,615,198,198,198
454,197,452,196,145,145,145
454,197,452,198,145,145,145
454,197,451,196,145,145,145
454,229,457,227,186,186,186
454,229,458,239,186,186,186
454,229,456,218,186,186,186
454,298,454,300,180,180,180
454,298,453,305,180,180,180
454,298,456,305,180,180,180
454,300,454,298,197,197,197
454,300,453,305,197,197,197
454,300,456,305,197,197,197
454,311,452,312,202,202,202
454,311,451,308,202,202,202
454,311,456,315,202,202,202
454,320,451,316,195,195,195
454,320,456,315,195,195,195
454,320,447,320,195,195,195
454,464,455,464,231,231,231
454,464,451,464,231,231,231
454,464,456,461,231,231,231
454,474,453,473,218,218,218
454,474,452,473,218,218,218
454,474,456,476,218,218,218
454,485,456,485,224,224,224
454,485,451,488,224,224,224
454,485,450,488,224,224,224
454,549,450,548,200,200,200
454,549,452,545,200,200,200
454,549,449,549,200,200,200
455,259,456,262,162,162,162
455,259,457,266,162,162,162
455,259,457,245,162,162,162
455,464,454,464,225,225,225
455,464,456,461,225,225,225
455,464,451,464,225,225,225
455,542,452,545,211,211,211
455,542,451,544,211,211,211
455,542,459,546,211,211,211
455,555,450,554,193,193,193
455,555,459,551,193,193,193
455,555,454,549,193,193,193
455,624,458,625,192,192,192
455,624,453,621,192,192,192
455,624,463,620,192,192,192
456,190,460,186,117,117,117
456,190,461,195,117,117,117
456,190,452,196,117,117,117
456,218,457,215,160,160,160
456,218,461,216,160,160,160
456,218,453,213,160,160,160
456,262,455,259,180,180,180
456,262,457,266,180,180,180
456,262,458,274,180,180,180
456,305,453,305,169,169,169
456,305,454,300,169,169,169
456,305,451,308,169,169,169
456,315,454,311,162,162,162
456,315,452,312,162,162,162
456,315,451,316,162,162,162
456,445,460,448,112,112,112
456,445,461,445,112,112,112
456,445,461,444,112,112,112
456,455,456,457,229,229,229
456,455,458,455,229,229,229
456,455,456,460,229,229,229
456,457,456,455,234,234,234
456,457,458,455,234,234,234
456,457,456,460,234,234,234
456,460,456,461,223,223,223
456,460,456,457,223,223,223
456,460,452,460,223,223,223
456,461,456,460,229,229,229
456,461,455,464,229,229,229
456,461,454,464,229,229,229
456,469,458,467,218,218,218
456,469,457,472,218,218,218
456,469,459,467,218,218,218
456,476,458,477,235,235,235
456,476,454,474,235,235,235
456,476,458,478,235,235,235
456,485,454,485,226,226,226
456,485,456,490,226,226,226
456,485,451,488,226,226,226
456,490,452,490,182,182,182
456,490,453,493,182,182,182
456,490,451,490,182,182,182
457,212,457,215,168,168,168
457,212,460,213,168,168,168
457,212,453,213,168,168,168
457,215,457,212,163,163,163
457,215,456,218,163,163,163
457,215,460,213,163,163,163
457,227,454,229,156,156,156
457,227,456,218,156,156,156
457,227,461,216,156,156,156
457,245,459,241,176,176,176
457,245,458,239,176,176,176
457,245,455,259,176,176,176
457,266,456,262,192,192,192
457,266,455,259,192,192,192
457,266,458,274,192,192,192
457,472,459,472,224,224,224
457,472,456,469,224,224,224
457,472,454,474,224,224,224
457,567,460,563,180,180,180
457,567,449,563,180,180,180
457,567,450,574,180,180,180
457,655,458,657,82,82,82
457,655,460,660,82,82,82
457,655,464,662,82,82,82
458,239,459,241,150,150,150
458,239,457,245,150,150,150
458,239,454,229,150,150,150
458,274,457,266,169,169,169
458,274,456,262,169,169,169
458,274,455,259,169,169,169
458,455,456,455,218,218,218
458,455,456,457,218,218,218
458,455,456,460,218,218,218
458,467,459,467,226,226,226
458,467,456,469,226,226,226
458,467,455,464,226,226,226
458,477,458,478,230,230,230
458,477,456,476,230,230,230
458,477,460,479,230,230,230
458,478,458,477,226,226,226
458,478,460,479,226,226,226
458,478,456,476,226,226,226
458,625,455,624,198,198,198
458,625,453,621,198,198,198
458,625,462,630,198,198,198
458,657,457,655,87,87,87
458,657,460,660,87,87,87
458,657,464,662,87,87,87
459,241,458,239,106,106,106
459,241,457,245,106,106,106
459,241,454,229,106,106,106
459,438,460,438,223,223,223
459,438,461,438,223,223,223
459,438,461,437,223,223,223
459,467,458,467,229,229,229
459,467,456,469,229,229,229
459,467,462,465,229,229,229
459,472,457,472,221,221,221
459,472,461,475,221,221,221
459,472,456,469,221,221,221
459,546,462,548,208,208,208
459,546,463,546,208,208,208
459,546,459,551,208,208,208
459,551,462,548,189,189,189
459,551,459,546,189,189,189
459,551,454,549,189,189,189
460,186,463,184,134,134,134
460,186,456,190,134,134,134
460,186,463,194,134,134,134
460,213,457,212,173,173,173
460,213,461,216,173,173,173
460,213,457,215,173,173,173
460,438,459,438,220,220,220
460,438,461,438,220,220,220
460,438,461,437,220,220,220
460,441,462,439,211,211,211
460,441,460,438,211,211,211
460,441,459,438,211,211,211
460,448,461,445,221,221,221
460,448,461,444,221,221,221
460,448,463,451,221,221,221
460,479,458,478,226,226,226
460,479,458,477,226,226,226
460,479,463,478,226,226,226
460,563,457,567,176,176,176
460,563,462,556,176,176,176
460,563,455,555,176,176,176
460,660,458,657,120,120,120
460,660,464,662,120,120,120
460,660,457,655,120,120,120
461,91,467,83,73,73,73
461,91,462,78,73,73,73
461,91,474,70,73,73,73
461,195,463,194,173,173,173
461,195,456,190,173,173,173
461,195,454,197,173,173,173
461,206,465,205,162,162,162
461,206,460,213,162,162,162
461,206,457,212,162,162,162
461,216,460,213,92,92,92
461,216,457,215,92,92,92
461,216,456,218,92,92,92
461,431,462,431,215,215,215
461,431,461,434,215,215,215
461,431,464,430,215,215,215
461,434,461,431,207,207,207
461,434,461,437,207,207,207
461,434,464,434,207,207,207
461,437,461,438,214,214,214
461,437,460,438,214,214,214
461,437,462,438,214,214,214
461,438,460,438,209,209,209
461,438,461,437,209,209,209
461,438,462,438,209,209,209
461,444,461,445,216,216,216
461,444,463,444,216,216,216
461,444,460,441,216,216,216
461,445,461,444,213,213,213
461,445,463,444,213,213,213
461,445,460,448,213,213,213
461,475,458,477,224,224,224
461,475,459,472,224,224,224
461,475,463,478,224,224,224
461,538,463,536,214,214,214
461,538,466,536,214,214,214
461,538,464,544,214,214,214
462,78,467,83,126,126,126
462,78,461,91,126,126,126
462,78,474,70,126,126,126
462,431,461,431,215,215,215
462,431,464,430,215,215,215
462,431,461,434,215,215,215
462,438,461,438,210,210,210
462,438,462,439,210,210,210
462,438,463,438,210,210,210
462,439,462,438,222,222,222
462,439,461,438,222,222,222
462,439,463,438,222,222,222
462,465,463,465,230,230,230
462,465,464,466,230,230,230
462,465,464,467,230,230,230
462,548,463,546,193,193,193
462,548,459,546,193,193,193
462,548,459,551,193,193,193
462,556,466,554,205,205,205
462,556,459,551,205,205,205
462,556,455,555,205,205,205
462,630,458,625,206,206,206
462,630,464,637,206,206,206
462,630,467,624,206,206,206
463,184,460,186,152,152,152
463,184,467,179,152,152,152
463,184,464,177,152,152,152
463,194,461,195,150,150,150
463,194,456,190,150,150,150
463,194,460,186,150,150,150
463,438,462,438,226,226,226
463,438,462,439,226,226,226
463,438,461,438,226,226,226
463,444,461,444,216,216,216
463,444,461,445,216,216,216
463,444,460,441,216,216,216
463,451,460,448,230,230,230
463,451,461,445,230,230,230
463,451,458,455,230,230,230
463,465,462,465,227,227,227
463,465,464,466,227,227,227
463,465,464,467,227,227,227
463,478,460,479,99,99,99
463,478,461,475,99,99,99
463,478,458,478,99,99,99
463,536,461,538,215,215,215
463,536,466,536,215,215,215
463,536,466,530,215,215,215
463,546,462,548,205,205,205
463,546,464,544,205,205,205
463,546,466,544,205,205,205
463,620,467,624,170,170,170
463,620,458,625,170,170,170
463,620,469,626,170,170,170
464,177,467,179,78,78,78
464,177,463,184,78,78,78
464,177,471,178,78,78,78
464,430,462,431,199,199,199
464,430,466,429,199,199,199
464,430,461,431,199,199,199
464,434,461,434,212,212,212
464,434,462,431,212,212,212
464,434,466,437,212,212,212
464,461,463,465,233,233,233
464,461,462,465,233,233,233
464,461,464,466,233,233,233
464,466,464,467,225,225,225
464,466,465,466,225,225,225
464,466,463,465,225,225,225
464,467,464,466,220,220,220
464,467,465,466,220,220,220
464,467,466,467,220,220,220
464,544,466,544,204,204,204
464,544,463,546,204,204,204
464,544,468,543,204,204,204
464,637,462,630,158,158,158
464,637,473,640,158,158,158
464,637,473,643,158,158,158
464,662,460,660,206,206,206
464,662,464,668,206,206,206
464,662,458,657,206,206,206
464,668,464,662,150,150,150
464,668,465,675,150,150,150
464,668,460,660,150,150,150
465,205,461,206,172,172,172
465,205,460,213,172,172,172
465,205,457,212,172,172,172
465,422,467,420,206,206,206
465,422,467,419,206,206,206
465,422,469,425,206,206,206
465,466,464,466,216,216,216
465,466,464,467,216,216,216
465,466,466,467,216,216,216
465,675,464,668,75,75,75
465,675,471,680,75,75,75
465,675,464,662,75,75,75
466,429,464,430,206,206,206
466,429,467,432,206,206,206
466,429,462,431,206,206,206
466,437,463,438,216,216,216
466,437,464,434,216,216,216
466,437,468,440,216,216,216
466,467,465,466,159,159,159
466,467,464,467,159,159,159
466,467,464,466,159,159,159
466,530,466,536,173,173,173
466,530,463,536,173,173,173
466,530,473,529,173,173,173
466,536,463,536,211,211,211
466,536,469,539,211,211,211
466,536,461,538,211,211,211
466,544,464,544,207,207,207
466,544,468,543,207,207,207
466,544,463,546,207,207,207
466,554,462,556,207,207,207
466,554,462,548,207,207,207
466,554,459,551,207,207,207
467,83,462,78,77,77,77
467,83,461,91,77,77,77
467,83,474,70,77,77,77
467,179,464,177,90,90,90
467,179,471,178,90,90,90
467,179,463,184,90,90,90
467,419,467,420,171,171,171
467,419,465,422,171,171,171
467,419,472,420,171,171,171
467,420,467,419,173,173,173
467,420,465,422,173,173,173
467,420,472,420,173,173,173
467,432,466,429,208,208,208
467,432,464,430,208,208,208
467,432,464,434,208,208,208
467,624,469,626,143,143,143
467,624,463,620,143,143,143
467,624,474,623,143,143,143
468,440,468,442,224,224,224
468,440,470,441,224,224,224
468,440,466,437,224,224,224
468,442,468,440,219,219,219
468,442,470,441,219,219,219
468,442,470,445,219,219,219
468,543,466,544,193,193,193
468,543,464,544,193,193,193
468,543,469,539,193,193,193
469,65,471,65,161,161,161
469,65,474,70,161,161,161
469,65,477,57,161,161,161
469,425,470,426,214,214,214
469,425,471,426,214,214,214
469,425,465,422,214,214,214
469,435,466,437,229,229,229
469,435,467,432,229,229,229
469,435,464,434,229,229,229
469,446,470,445,221,221,221
469,446,471,448,221,221,221
469,446,472,445,221,221,221
469,539,468,543,204,204,204
469,539,466,536,204,204,204
469,539,466,544,204,204,204
469,626,467,624,113,113,113
469,626,474,623,113,113,113
469,626,462,630,113,113,113
470,324,471,325,170,170,170
470,324,472,319,170,170,170
470,324,471,315,170,170,170
470,398,470,400,178,178,178
470,398,474,400,178,178,178
470,398,475,402,178,178,178
470,400,470,398,186,186,186
470,400,474,400,186,186,186
470,400,475,402,186,186,186
470,414,471,415,184,184,184
470,414,472,417,184,184,184
470,414,474,413,184,184,184
470,426,471,426,210,210,210
470,426,469,425,210,210,210
470,426,466,429,210,210,210
470,441,468,440,213,213,213
470,441,468,442,213,213,213
470,441,473,441,213,213,213
470,445,469,446,216,216,216
470,445,472,445,216,216,216
470,445,471,448,216,216,216
470,610,474,610,177,177,177
470,610,472,606,177,177,177
470,610,472,605,177,177,177
471,65,469,65,105,105,105
471,65,474,70,105,105,105
471,65,477,57,105,105,105
471,178,467,179,41,41,41
471,178,471,184,41,41,41
471,178,464,177,41,41,41
471,184,471,186,89,89,89
471,184,474,185,89,89,89
471,184,471,178,89,89,89
471,186,471,184,165,165,165
471,186,474,185,165,165,165
471,186,471,178,165,165,165
471,315,473,313,185,185,185
471,315,472,319,185,185,185
471,315,472,307,185,185,185
471,325,470,324,174,174,174
471,325,472,319,174,174,174
471,325,471,315,174,174,174
471,415,470,414,210,210,210
471,415,472,417,210,210,210
471,415,474,413,210,210,210
471,426,470,426,205,205,205
471,426,469,425,205,205,205
471,426,473,421,205,205,205
471,448,469,446,195,195,195
471,448,470,445,195,195,195
471,448,472,445,195,195,195
471,548,468,543,215,215,215
471,548,476,545,215,215,215
471,548,466,544,215,215,215
471,680,465,675,206,206,206
471,680,464,668,206,206,206
471,680,484,671,206,206,206
472,301,473,299,183,183,183
472,301,472,307,183,183,183
472,301,473,313,183,183,183
472,307,472,301,186,186,186
472,307,473,313,186,186,186
472,307,471,315,186,186,186
472,319,471,315,181,181,181
472,319,470,324,181,181,181
472,319,471,325,181,181,181
472,417,474,417,214,214,214
472,417,471,415,214,214,214
472,417,472,420,214,214,214
472,420,473,421,211,211,211
472,420,474,421,211,211,211
472,420,472,417,211,211,211
472,445,470,445,182,182,182
472,445,469,446,182,182,182
472,445,471,448,182,182,182
472,603,472,605,135,135,135
472,603,474,602,135,135,135
472,603,474,605,135,135,135
472,605,472,606,186,186,186
472,605,472,603,186,186,186
472,605,474,605,186,186,186
472,606,472,605,185,185,185
472,606,474,605,185,185,185
472,606,472,603,185,185,185
473,299,472,301,185,185,185
473,299,472,307,185,185,185
473,299,474,288,185,185,185
473,313,471,315,179,179,179
473,313,472,307,179,179,179
473,313,472,319,179,179,179
473,421,474,421,211,211,211
473,421,472,420,211,211,211
473,421,472,417,211,211,211
473,441,470,441,174,174,174
473,441,472,445,174,174,174
473,441,470,445,174,174,174
473,529,474,527,212,212,212
473,529,466,530,212,212,212
473,529,478,534,212,212,212
473,640,473,643,208,208,208
473,640,473,644,208,208,208
473,640,475,646,208,208,208
473,643,473,644,217,217,217
473,643,473,640,217,217,217
473,643,475,646,217,217,217
473,644,473,643,212,212,212
473,644,475,646,212,212,212
473,644,473,640,212,212,212
474,70,471,65,79,79,79
474,70,469,65,79,79,79
474,70,477,57,79,79,79
474,185,471,184,94,94,94
474,185,471,186,94,94,94
474,185,471,178,94,94,94
474,288,480,282,143,143,143
474,288,473,299,143,143,143
474,288,480,278,143,143,143
474,400,475,402,186,186,186
474,400,470,400,186,186,186
474,400,470,398,186,186,186
474,413,476,413,194,194,194
474,413,471,415,194,194,194
474,413,474,417,194,194,194
474,417,472,417,201,201,201
474,417,471,415,201,201,201
474,417,472,420,201,201,201
474,421,473,421,195,195,195
474,421,472,420,195,195,195
474,421,474,417,195,195,195
474,527,473,529,216,216,216
474,527,479,523,216,216,216
474,527,478,534,216,216,216
474,542,476,545,211,211,211
474,542,477,540,211,211,211
474,542,469,539,211,211,211
474,602,472,603,155,155,155
474,602,474,605,155,155,155
474,602,472,605,155,155,155
474,605,472,605,193,193,193
474,605,472,606,193,193,193
474,605,472,603,193,193,193
474,610,470,610,173,173,173
474,610,475,614,173,173,173
474,610,472,606,173,173,173
474,623,476,621,165,165,165
474,623,469,626,165,165,165
474,623,467,624,165,165,165
475,384,478,384,169,169,169
475,384,478,386,169,169,169
475,384,477,388,169,169,169
475,402,474,400,176,176,176
475,402,470,400,176,176,176
475,402,470,398,176,176,176
475,614,474,610,166,166,166
475,614,481,615,166,166,166
475,614,470,610,166,166,166
475,646,473,644,212,212,212
475,646,473,643,212,212,212
475,646,479,648,212,212,212
476,55,477,57,121,121,121
476,55,477,52,121,121,121
476,55,471,65,121,121,121
476,261,477,263,69,69,69
476,261,479,260,69,69,69
476,261,479,257,69,69,69
476,395,479,396,166,166,166
476,395,474,400,166,166,166
476,395,479,390,166,166,166
476,413,474,413,180,180,180
476,413,474,417,180,180,180
476,413,478,417,180,180,180
476,429,471,426,124,124,124
476,429,470,426,124,124,124
476,429,469,425,124,124,124
476,545,474,542,219,219,219
476,545,477,540,219,219,219
476,545,471,548,219,219,219
476,621,474,623,180,180,180
476,621,475,614,180,180,180
476,621,481,615,180,180,180
476,653,477,654,188,188,188
476,653,479,651,188,188,188
476,653,479,648,188,188,188
477,52,476,55,46,46,46
477,52,477,57,46,46,46
477,52,471,65,46,46,46
477,57,476,55,180,180,180
477,57,477,52,180,180,180
477,57,471,65,180,180,180
477,263,476,261,184,184,184
477,263,479,260,184,184,184
477,263,479,257,184,184,184
477,388,478,386,179,179,179
477,388,479,390,179,179,179
477,388,478,384,179,179,179
477,540,479,538,225,225,225
477,540,474,542,225,225,225
477,540,476,545,225,225,225
477,605,479,604,191,191,191
477,605,474,605,191,191,191
477,605,480,605,191,191,191
477,654,476,653,201,201,201
477,654,479,651,201,201,201
477,654,481,656,201,201,201
478,246,484,249,177,177,177
478,246,484,253,177,177,177
478,246,479,235,177,177,177
478,271,480,278,176,176,176
478,271,477,263,176,176,176
478,271,476,261,176,176,176
478,384,478,386,203,203,203
478,384,475,384,203,203,203
478,384,477,388,203,203,203
478,386,478,384,203,203,203
478,386,477,388,203,203,203
478,386,475,384,203,203,203
478,417,474,417,174,174,174
478,417,476,413,174,174,174
478,417,474,413,174,174,174
478,534,479,535,216,216,216
478,534,479,538,216,216,216
478,534,483,532,216,216,216
479,235,482,235,204,204,204
479,235,485,234,204,204,204
479,235,485,236,204,204,204
479,257,479,260,172,172,172
479,257,476,261,172,172,172
479,257,484,258,172,172,172
479,260,479,257,165,165,165
479,260,476,261,165,165,165
479,260,477,263,165,165,165
479,371,482,369,167,167,167
479,371,486,371,167,167,167
479,371,485,367,167,167,167
479,390,477,388,202,202,202
479,390,478,386,202,202,202
479,390,476,395,202,202,202
479,396,476,395,208,208,208
479,396,484,394,208,208,208
479,396,479,390,208,208,208
479,523,482,520,213,213,213
479,523,484,523,213,213,213
479,523,474,527,213,213,213
479,535,478,534,214,214,214
479,535,479,538,214,214,214
479,535,483,537,214,214,214
479,538,477,540,223,223,223
479,538,479,535,223,223,223
479,538,478,534,223,223,223
479,604,480,605,200,200,200
479,604,477,605,200,200,200
479,604,481,603,200,200,200
479,648,479,651,205,205,205
479,648,482,646,205,205,205
479,648,475,646,205,205,205
479,651,479,648,205,205,205
479,651,476,653,205,205,205
479,651,477,654,205,205,205
480,228,483,227,105,105,105
480,228,486,229,105,105,105
480,228,479,235,105,105,105
480,278,480,282,181,181,181
480,278,478,271,181,181,181
480,278,474,288,181,181,181
480,282,480,278,170,170,170
480,282,474,288,170,170,170
480,282,478,271,170,170,170
480,379,481,379,190,190,190
480,379,478,384,190,190,190
480,379,485,376,190,190,190
480,605,479,604,200,200,200
480,605,481,603,200,200,200
480,605,481,607,200,200,200
481,379,480,379,180,180,180
481,379,485,376,180,180,180
481,379,478,384,180,180,180
481,601,481,602,186,186,186
481,601,481,603,186,186,186
481,601,479,604,186,186,186
481,602,481,601,198,198,198
481,602,481,603,198,198,198
481,602,479,604,198,198,198
481,603,481,602,196,196,196
481,603,481,601,196,196,196
481,603,479,604,196,196,196
481,607,480,605,200,200,200
481,607,482,609,200,200,200
481,607,481,610,200,200,200
481,610,482,609,197,197,197
481,610,481,607,197,197,197
481,610,484,608,197,197,197
481,615,481,610,180,180,180
481,615,475,614,180,180,180
481,615,482,609,180,180,180
481,656,483,655,196,196,196
481,656,483,654,196,196,196
481,656,477,654,196,196,196
482,235,479,235,186,186,186
482,235,485,234,186,186,186
482,235,485,236,186,186,186
482,369,479,371,171,171,171
482,369,485,367,171,171,171
482,369,486,368,171,171,171
482,520,484,523,218,218,218
482,520,479,523,218,218,218
482,520,487,521,218,218,218
482,609,481,610,202,202,202
482,609,481,607,202,202,202
482,609,484,608,202,202,202
482,646,479,648,145,145,145
482,646,479,651,145,145,145
482,646,475,646,145,145,145
483,227,480,228,181,181,181
483,227,486,229,181,181,181
483,227,489,227,181,181,181
483,532,479,535,220,220,220
483,532,483,537,220,220,220
483,532,478,534,220,220,220
483,537,479,538,206,206,206
483,537,479,535,206,206,206
483,537,483,532,206,206,206
483,654,483,655,176,176,176
483,654,481,656,176,176,176
483,654,479,651,176,176,176
483,655,483,654,178,178,178
483,655,481,656,178,178,178
483,655,479,651,178,178,178
484,249,484,253,188,188,188
484,249,478,246,188,188,188
484,249,485,257,188,188,188
484,253,484,249,185,185,185
484,253,485,257,185,185,185
484,253,484,258,185,185,185
484,258,485,257,197,197,197
484,258,484,260,197,197,197
484,258,484,253,197,197,197
484,260,484,258,190,190,190
484,260,485,257,190,190,190
484,260,479,260,190,190,190
484,394,479,396,180,180,180
484,394,479,390,180,180,180
484,394,476,395,180,180,180
484,523,487,523,228,228,228
484,523,482,520,228,228,228
484,523,487,521,228,228,228
484,608,482,609,209,209,209
484,608,481,607,209,209,209
484,608,481,610,209,209,209
484,662,487,667,175,175,175
484,662,484,668,175,175,175
484,662,481,656,175,175,175
484,668,484,671,173,173,173
484,668,487,667,173,173,173
484,668,484,662,173,173,173
484,671,484,668,185,185,185
484,671,487,667,185,185,185
484,671,489,675,185,185,185
485,234,485,236,192,192,192
485,234,487,232,192,192,192
485,234,482,235,192,192,192
485,236,485,234,192,192,192
485,236,482,235,192,192,192
485,236,487,232,192,192,192
485,257,484,258,191,191,191
485,257,484,260,191,191,191
485,257,484,253,191,191,191
485,360,488,363,183,183,183
485,360,490,362,183,183,183
485,360,489,355,183,183,183
485,367,486,368,181,181,181
485,367,482,369,181,181,181
485,367,486,371,181,181,181
485,376,489,377,191,191,191
485,376,488,373,191,191,191
485,376,481,379,191,191,191
486,229,487,232,186,186,186
486,229,483,227,186,186,186
486,229,489,227,186,186,186
486,368,485,367,186,186,186
486,368,486,371,186,186,186
486,368,488,371,186,186,186
486,371,488,371,189,189,189
486,371,488,373,189,189,189
486,371,486,368,189,189,189
486,385,481,379,201,201,201
486,385,478,384,201,201,201
486,385,478,386,201,201,201
486,602,481,602,206,206,206
486,602,489,598,206,206,206
486,602,481,601,206,206,206
486,611,489,612,220,220,220
486,611,484,608,220,220,220
486,611,490,611,220,220,220
487,232,485,234,208,208,208
487,232,486,229,208,208,208
487,232,485,236,208,208,208
487,351,489,355,156,156,156
487,351,491,347,156,156,156
487,351,492,356,156,156,156
487,509,491,509,192,192,192
487,509,492,507,192,192,192
487,509,495,507,192,192,192
487,521,487,523,224,224,224
487,521,484,523,224,224,224
487,521,482,520,224,224,224
487,523,487,521,216,216,216
487,523,484,523,216,216,216
487,523,482,520,216,216,216
487,667,484,668,200,200,200
487,667,484,671,200,200,200
487,667,484,662,200,200,200
488,240,489,238,169,169,169
488,240,485,236,169,169,169
488,240,492,235,169,169,169
488,363,490,362,172,172,172
488,363,485,360,172,172,172
488,363,485,367,172,172,172
488,371,486,371,172,172,172
488,371,488,373,172,172,172
488,371,490,373,172,172,172
488,373,488,371,178,178,178
488,373,490,373,178,178,178
488,373,486,371,178,178,178
488,607,490,610,228,228,228
488,607,484,608,228,228,228
488,607,486,611,228,228,228
488,618,491,618,205,205,205
488,618,490,621,205,205,205
488,618,492,617,205,205,205
489,227,486,229,205,205,205
489,227,490,222,205,205,205
489,227,487,232,205,205,205
489,238,488,240,182,182,182
489,238,492,235,182,182,182
489,238,485,236,182,182,182
489,355,492,356,164,164,164
489,355,487,351,164,164,164
489,355,485,360,164,164,164
489,377,485,376,180,180,180
489,377,488,373,180,180,180
489,377,490,373,180,180,180
489,598,492,600,143,143,143
489,598,492,601,143,143,143
489,598,486,602,143,143,143
489,612,490,611,228,228,228
489,612,490,610,228,228,228
489,612,486,611,228,228,228
489,675,491,677,200,200,200
489,675,494,672,200,200,200
489,675,495,676,200,200,200
490,46,477,52,152,152,152
490,46,476,55,152,152,152
490,46,477,57,152,152,152
490,222,489,227,198,198,198
490,222,486,229,198,198,198
490,222,493,214,198,198,198
490,362,488,363,163,163,163
490,362,485,360,163,163,163
490,362,495,359,163,163,163
490,368,491,371,167,167,167
490,368,488,371,167,167,167
490,368,486,368,167,167,167
490,373,488,373,163,163,163
490,373,491,371,163,163,163
490,373,488,371,163,163,163
490,610,490,611,229,229,229
490,610,489,612,229,229,229
490,610,488,607,229,229,229
490,611,490,610,227,227,227
490,611,489,612,227,227,227
490,611,486,611,227,227,227
490,621,491,618,189,189,189
490,621,488,618,189,189,189
490,621,494,620,189,189,189
491,339,498,342,118,118,118
491,339,491,347,118,118,118
491,339,499,343,118,118,118
491,347,487,351,138,138,138
491,347,497,348,138,138,138
491,347,491,339,138,138,138
491,371,490,373,169,169,169
491,371,488,371,169,169,169
491,371,490,368,169,169,169
491,509,492,507,235,235,235
491,509,487,509,235,235,235
491,509,495,507,235,235,235
491,618,492,617,209,209,209
491,618,488,618,209,209,209
491,618,490,621,209,209,209
491,656,495,657,185,185,185
491,656,496,660,185,185,185
491,656,483,655,185,185,185
491,677,489,675,204,204,204
491,677,495,676,204,204,204
491,677,494,672,204,204,204
492,235,489,238,177,177,177
492,235,487,232,177,177,177
492,235,488,240,177,177,177
492,356,489,355,163,163,163
492,356,495,359,163,163,163
492,356,490,362,163,163,163
492,507,491,509,241,241,241
492,507,495,507,241,241,241
492,507,496,510,241,241,241
492,533,495,526,182,182,182
492,533,483,532,182,182,182
492,533,483,537,182,182,182
492,600,492,601,225,225,225
492,600,489,598,225,225,225
492,600,496,597,225,225,225
492,601,492,600,230,230,230
492,601,489,598,230,230,230
492,601,494,605,230,230,230
492,617,491,618,214,214,214
492,617,494,620,214,214,214
492,617,488,618,214,214,214
493,214,497,214,179,179,179
493,214,497,215,179,179,179
493,214,490,222,179,179,179
493,497,493,501,60,60,60
493,497,498,500,60,60,60
493,497,500,499,60,60,60
493,501,493,497,218,218,218
493,501,497,504,218,218,218
493,501,498,500,218,218,218
494,516,495,515,229,229,229
494,516,495,512,229,229,229
494,516,497,512,229,229,229
494,605,496,604,224,224,224
494,605,492,601,224,224,224
494,605,492,600,224,224,224
494,620,491,618,215,215,215
494,620,492,617,215,215,215
494,620,490,621,215,215,215
494,672,495,676,157,157,157
494,672,489,675,157,157,157
494,672,491,677,157,157,157
495,359,492,356,175,175,175
495,359,490,362,175,175,175
495,359,489,355,175,175,175
495,507,497,507,245,245,245
495,507,492,507,245,245,245
