#i,j,r,g,b
516,376,6,6,6

524,363,6,6,6
532,350,6,6,6

524,347,7,7,7
524,341,7,7,7

524,347,7,7,7
527,339,7,7,7

524,347,7,7,7
532,350,7,7,7

524,341,6,6,6
527,339,6,6,6

524,341,6,6,6
524,347,6,6,6

524,341,6,6,6
525,333,6,6,6

524,292,7,7,7
528,292,7,7,7

524,292,7,7,7
527,295,7,7,7

524,292,7,7,7
519,290,7,7,7

525,397,5,5,5
523,401,5,5,5

525,397,5,5,5
523,406,5,5,5

525,397,5,5,5
530,405,5,5,5

525,385,7,7,7
524,387,7,7,7

525,385,7,7,7
528,384,7,7,7

525,385,7,7,7
516,386,7,7,7

525,333,6,6,6
525,331,6,6,6

525,333,6,6,6
521,333,6,6,6

525,333,6,6,6
523,329,6,6,6

525,331,6,6,6
525,333,6,6,6

525,331,6,6,6
523,329,6,6,6

525,331,6,6,6
521,333,6,6,6

525,315,7,7,7
520,315,7,7,7

525,315,7,7,7
519,313,7,7,7

525,315,7,7,7
530,309,7,7,7

525,272,9,9,9
526,270,9,9,9

525,272,9,9,9
533,275,9,9,9

525,272,9,9,9
516,276,9,9,9

525,259,6,6,6
526,261,6,6,6

525,259,6,6,6
522,254,6,6,6

525,259,6,6,6
517,255,6,6,6

526,270,8,8,8
525,272,8,8,8

526,270,8,8,8
533,275,8,8,8

526,270,8,8,8
526,261,8,8,8

526,261,13,13,13
525,259,13,13,13

526,261,13,13,13
522,254,13,13,13

526,261,13,13,13
526,270,13,13,13

527,339,9,9,9
524,341,9,9,9

527,339,9,9,9
525,333,9,9,9

527,339,9,9,9
525,331,9,9,9

527,295,8,8,8
528,292,8,8,8

527,295,8,8,8
524,292,8,8,8

527,295,8,8,8
531,300,8,8,8

528,384,6,6,6
525,385,6,6,6

528,384,6,6,6
524,387,6,6,6

528,384,6,6,6
538,380,6,6,6

528,292,9,9,9
527,295,9,9,9

528,292,9,9,9
524,292,9,9,9

528,292,9,9,9
531,289,9,9,9

530,405,5,5,5
532,404,5,5,5

530,405,5,5,5
523,406,5,5,5

530,405,5,5,5
523,401,5,5,5

530,309,8,8,8
534,307,8,8,8

530,309,8,8,8
525,315,8,8,8

530,309,8,8,8
531,300,8,8,8

531,300,5,5,5
527,295,5,5,5

531,300,5,5,5
534,307,5,5,5

531,300,5,5,5
528,292,5,5,5

531,289,10,10,10
528,292,10,10,10

531,289,10,10,10
537,286,10,10,10

531,289,10,10,10
531,282,10,10,10

531,282,10,10,10
531,289,10,10,10

531,282,10,10,10
537,286,10,10,10

531,282,10,10,10
533,275,10,10,10

532,404,5,5,5
530,405,5,5,5

532,404,5,5,5
538,403,5,5,5

532,404,5,5,5
523,406,5,5,5

532,350,15,15,15
524,347,15,15,15

532,350,15,15,15
540,354,15,15,15

532,350,15,15,15
524,341,15,15,15

532,325,10,10,10
538,321,10,10,10

532,325,10,10,10
525,331,10,10,10

532,325,10,10,10
523,329,10,10,10

533,415,7,7,7
537,422,7,7,7

533,415,7,7,7
536,424,7,7,7

533,415,7,7,7
530,405,7,7,7

533,275,2,2,2
531,282,2,2,2

533,275,2,2,2
525,272,2,2,2

533,275,2,2,2
526,270,2,2,2

534,307,5,5,5
530,309,5,5,5

534,307,5,5,5
531,300,5,5,5

534,307,5,5,5
545,310,5,5,5

536,424,15,15,15
537,422,15,15,15

536,424,15,15,15
533,415,15,15,15

536,424,15,15,15
545,427,15,15,15

536,366,8,8,8
541,366,8,8,8

536,366,8,8,8
543,365,8,8,8

536,366,8,8,8
543,358,8,8,8

537,422,9,9,9
536,424,9,9,9

537,422,9,9,9
533,415,9,9,9

537,422,9,9,9
545,420,9,9,9

537,286,0,0,0
531,289,0,0,0

537,286,0,0,0
531,282,0,0,0

537,286,0,0,0
528,292,0,0,0

538,403,5,5,5
538,397,5,5,5

538,403,5,5,5
532,404,5,5,5

538,403,5,5,5
530,405,5,5,5

538,397,5,5,5
538,403,5,5,5

538,397,5,5,5
547,396,5,5,5

538,397,5,5,5
532,404,5,5,5

538,380,6,6,6
540,381,6,6,6

538,380,6,6,6
540,378,6,6,6

538,380,6,6,6
543,385,6,6,6

538,321,8,8,8
543,316,8,8,8

538,321,8,8,8
532,325,8,8,8

538,321,8,8,8
546,321,8,8,8

540,381,7,7,7
538,380,7,7,7

540,381,7,7,7
540,378,7,7,7

540,381,7,7,7
543,385,7,7,7

540,378,7,7,7
538,380,7,7,7

540,378,7,7,7
540,381,7,7,7

540,378,7,7,7
543,385,7,7,7

540,354,11,11,11
543,358,11,11,11

540,354,11,11,11
532,350,11,11,11

540,354,11,11,11
543,365,11,11,11

541,366,8,8,8
543,365,8,8,8

541,366,8,8,8
536,366,8,8,8

541,366,8,8,8
543,358,8,8,8

541,330,14,14,14
538,321,14,14,14

541,330,14,14,14
550,326,14,14,14

541,330,14,14,14
532,325,14,14,14

543,385,6,6,6
544,387,6,6,6

543,385,6,6,6
540,381,6,6,6

543,385,6,6,6
548,383,6,6,6

543,365,11,11,11
541,366,11,11,11

543,365,11,11,11
543,358,11,11,11

543,365,11,11,11
536,366,11,11,11

543,358,16,16,16
540,354,16,16,16

543,358,16,16,16
543,365,16,16,16

543,358,16,16,16
541,366,16,16,16

543,316,5,5,5
546,321,5,5,5

543,316,5,5,5
545,310,5,5,5

543,316,5,5,5
538,321,5,5,5

544,387,3,3,3
543,385,3,3,3

544,387,3,3,3
548,383,3,3,3

544,387,3,3,3
540,381,3,3,3

545,427,20,20,20
549,427,20,20,20

545,427,20,20,20
545,420,20,20,20

545,427,20,20,20
552,424,20,20,20

545,420,8,8,8
550,416,8,8,8

545,420,8,8,8
545,427,8,8,8

545,420,8,8,8
550,415,8,8,8

545,310,1,1,1
543,316,1,1,1

545,310,1,1,1
546,321,1,1,1

545,310,1,1,1
534,307,1,1,1

546,321,6,6,6
543,316,6,6,6

546,321,6,6,6
550,326,6,6,6

546,321,6,6,6
538,321,6,6,6

547,396,5,5,5
550,400,5,5,5

547,396,5,5,5
555,398,5,5,5

547,396,5,5,5
538,397,5,5,5

548,383,13,13,13
543,385,13,13,13

548,383,13,13,13
544,387,13,13,13

548,383,13,13,13
540,381,13,13,13

549,427,11,11,11
545,427,11,11,11

549,427,11,11,11
552,424,11,11,11

549,427,11,11,11
545,420,11,11,11

549,340,13,13,13
551,342,13,13,13

549,340,13,13,13
553,339,13,13,13

549,340,13,13,13
551,348,13,13,13

550,416,8,8,8
550,415,8,8,8

550,416,8,8,8
551,416,8,8,8

550,416,8,8,8
553,418,8,8,8

550,415,8,8,8
550,416,8,8,8

550,415,8,8,8
551,416,8,8,8

550,415,8,8,8
553,418,8,8,8

550,400,5,5,5
547,396,5,5,5

550,400,5,5,5
555,398,5,5,5

550,400,5,5,5
556,397,5,5,5

550,326,53,53,53
546,321,53,53,53

550,326,53,53,53
541,330,53,53,53

550,326,53,53,53
543,316,53,53,53

551,416,8,8,8
550,416,8,8,8

551,416,8,8,8
550,415,8,8,8

551,416,8,8,8
553,418,8,8,8

551,348,5,5,5
551,342,5,5,5

551,348,5,5,5
549,340,5,5,5

551,348,5,5,5
553,339,5,5,5

551,342,9,9,9
549,340,9,9,9

551,342,9,9,9
553,339,9,9,9

551,342,9,9,9
551,348,9,9,9

552,424,10,10,10
549,427,10,10,10

552,424,10,10,10
553,418,10,10,10

552,424,10,10,10
545,427,10,10,10

553,418,9,9,9
551,416,9,9,9

553,418,9,9,9
550,416,9,9,9

553,418,9,9,9
550,415,9,9,9

553,339,49,49,49
551,342,49,49,49

553,339,49,49,49
549,340,49,49,49

553,339,49,49,49
551,348,49,49,49

555,398,7,7,7
556,397,7,7,7

555,398,7,7,7
550,400,7,7,7

555,398,7,7,7
562,396,7,7,7

556,397,7,7,7
555,398,7,7,7

556,397,7,7,7
562,396,7,7,7

556,397,7,7,7
550,400,7,7,7

560,408,9,9,9
563,408,9,9,9

560,408,9,9,9
563,404,9,9,9

560,408,9,9,9
564,417,9,9,9

561,430,10,10,10
562,433,10,10,10

561,430,10,10,10
568,431,10,10,10

561,430,10,10,10
552,424,10,10,10

562,433,20,20,20
561,430,20,20,20

562,433,20,20,20
568,431,20,20,20

562,433,20,20,20
572,431,20,20,20

562,396,8,8,8
562,393,8,8,8

562,396,8,8,8
566,398,8,8,8

562,396,8,8,8
567,394,8,8,8

562,393,5,5,5
562,396,5,5,5

562,393,5,5,5
567,394,5,5,5

562,393,5,5,5
566,398,5,5,5

563,408,18,18,18
560,408,18,18,18

563,408,18,18,18
563,404,18,18,18

563,408,18,18,18
564,417,18,18,18

563,404,43,43,43
563,408,43,43,43

563,404,43,43,43
560,408,43,43,43

563,404,43,43,43
566,398,43,43,43

564,417,10,10,10
569,417,10,10,10

564,417,10,10,10
563,408,10,10,10

564,417,10,10,10
560,408,10,10,10

565,385,174,174,174
562,393,174,174,174

565,385,174,174,174
567,394,174,174,174

565,385,174,174,174
562,396,174,174,174

566,398,4,4,4
567,394,4,4,4

566,398,4,4,4
562,396,4,4,4

566,398,4,4,4
562,393,4,4,4

567,394,1,1,1
566,398,1,1,1

567,394,1,1,1
562,393,1,1,1

567,394,1,1,1
562,396,1,1,1

568,431,8,8,8
572,431,8,8,8

568,431,8,8,8
562,433,8,8,8

568,431,8,8,8
574,433,8,8,8

569,417,10,10,10
564,417,10,10,10

569,417,10,10,10
577,413,10,10,10

569,417,10,10,10
563,408,10,10,10

572,431,8,8,8
574,433,8,8,8

572,431,8,8,8
568,431,8,8,8

572,431,8,8,8
576,432,8,8,8

574,433,14,14,14
576,432,14,14,14

574,433,14,14,14
572,431,14,14,14

574,433,14,14,14
568,431,14,14,14

574,400,5,5,5
580,399,5,5,5

574,400,5,5,5
566,398,5,5,5

574,400,5,5,5
582,397,5,5,5

576,432,9,9,9
574,433,9,9,9

576,432,9,9,9
572,431,9,9,9

576,432,9,9,9
581,435,9,9,9

577,413,12,12,12
569,417,12,12,12

577,413,12,12,12
586,409,12,12,12

577,413,12,12,12
574,400,12,12,12

580,426,9,9,9
576,432,9,9,9

580,426,9,9,9
586,430,9,9,9

580,426,9,9,9
584,434,9,9,9

580,399,6,6,6
582,397,6,6,6

580,399,6,6,6
574,400,6,6,6

580,399,6,6,6
587,398,6,6,6

581,435,24,24,24
584,434,24,24,24

581,435,24,24,24
576,432,24,24,24

581,435,24,24,24
586,430,24,24,24

582,397,55,55,55
580,399,55,55,55

582,397,55,55,55
587,398,55,55,55

582,397,55,55,55
574,400,55,55,55

584,434,19,19,19
581,435,19,19,19

584,434,19,19,19
586,430,19,19,19

584,434,19,19,19
589,435,19,19,19

586,430,8,8,8
584,434,8,8,8

586,430,8,8,8
589,435,8,8,8

586,430,8,8,8
581,435,8,8,8

586,409,25,25,25
577,413,25,25,25

586,409,25,25,25
596,407,25,25,25

586,409,25,25,25
587,398,25,25,25

587,398,49,49,49
582,397,49,49,49

587,398,49,49,49
580,399,49,49,49

587,398,49,49,49
586,409,49,49,49

589,435,26,26,26
584,434,26,26,26

589,435,26,26,26
586,430,26,26,26

589,435,26,26,26
595,436,26,26,26

593,426,9,9,9
595,430,9,9,9

593,426,9,9,9
586,430,9,9,9

593,426,9,9,9
589,435,9,9,9

595,436,28,28,28
595,430,28,28,28

595,436,28,28,28
589,435,28,28,28

595,436,28,28,28
593,426,28,28,28

595,430,8,8,8
593,426,8,8,8

595,430,8,8,8
595,436,8,8,8

595,430,8,8,8
589,435,8,8,8

596,407,28,28,28
599,404,28,28,28

596,407,28,28,28
598,416,28,28,28

596,407,28,28,28
586,409,28,28,28

598,416,10,10,10
596,407,10,10,10

598,416,10,10,10
593,426,10,10,10

598,416,10,10,10
599,404,10,10,10

599,404,6,6,6
596,407,6,6,6

599,404,6,6,6
598,416,6,6,6

599,404,6,6,6
587,398,6,6,6

604,431,9,9,9
605,428,9,9,9

604,431,9,9,9
605,439,9,9,9

604,431,9,9,9
595,430,9,9,9

605,439,0,0,0
604,431,0,0,0

605,439,0,0,0
595,436,0,0,0

605,439,0,0,0
605,428,0,0,0

605,428,11,11,11
604,431,11,11,11

605,428,11,11,11
595,430,11,11,11

605,428,11,11,11
605,439,11,11,11

614,421,14,14,14
605,428,14,14,14

614,421,14,14,14
622,412,14,14,14

614,421,14,14,14
626,428,14,14,14

615,405,5,5,5
617,402,5,5,5

615,405,5,5,5
619,403,5,5,5

615,405,5,5,5
620,401,5,5,5

617,402,8,8,8
619,403,8,8,8

617,402,8,8,8
620,401,8,8,8

617,402,8,8,8
615,405,8,8,8

619,403,4,4,4
617,402,4,4,4

619,403,4,4,4
620,401,4,4,4

619,403,4,4,4
615,405,4,4,4

620,401,17,17,17
619,403,17,17,17

620,401,17,17,17
617,402,17,17,17

620,401,17,17,17
615,405,17,17,17

622,412,12,12,12
629,414,12,12,12

622,412,12,12,12
628,418,12,12,12

622,412,12,12,12
619,403,12,12,12

623,436,23,23,23
626,428,23,23,23

623,436,23,23,23
631,432,23,23,23

623,436,23,23,23
637,436,23,23,23

626,428,13,13,13
631,432,13,13,13

626,428,13,13,13
623,436,13,13,13

626,428,13,13,13
628,418,13,13,13

628,418,12,12,12
629,414,12,12,12

628,418,12,12,12
635,416,12,12,12

628,418,12,12,12
622,412,12,12,12

629,414,11,11,11
628,418,11,11,11

629,414,11,11,11
635,416,11,11,11

629,414,11,11,11
636,413,11,11,11

631,432,13,13,13
626,428,13,13,13

631,432,13,13,13
637,436,13,13,13

631,432,13,13,13
636,425,13,13,13

632,406,21,21,21
635,403,21,21,21

632,406,21,21,21
636,409,21,21,21

632,406,21,21,21
636,413,21,21,21

635,416,12,12,12
636,413,12,12,12

635,416,12,12,12
629,414,12,12,12

635,416,12,12,12
636,409,12,12,12

635,403,4,4,4
632,406,4,4,4

635,403,4,4,4
636,409,4,4,4

635,403,4,4,4
641,400,4,4,4

636,425,14,14,14
642,425,14,14,14

636,425,14,14,14
640,432,14,14,14

636,425,14,14,14
644,423,14,14,14

636,413,11,11,11
635,416,11,11,11

636,413,11,11,11
636,409,11,11,11

636,413,11,11,11
629,414,11,11,11

636,409,9,9,9
636,413,9,9,9

636,409,9,9,9
632,406,9,9,9

636,409,9,9,9
635,403,9,9,9

637,436,18,18,18
640,432,18,18,18

637,436,18,18,18
642,435,18,18,18

637,436,18,18,18
631,432,18,18,18

640,432,12,12,12
642,435,12,12,12

640,432,12,12,12
637,436,12,12,12

640,432,12,12,12
642,425,12,12,12

641,400,4,4,4
635,403,4,4,4

641,400,4,4,4
636,409,4,4,4

641,400,4,4,4
632,406,4,4,4

642,435,30,30,30
640,432,30,30,30

642,435,30,30,30
637,436,30,30,30

642,435,30,30,30
642,425,30,30,30

642,425,15,15,15
644,423,15,15,15

642,425,15,15,15
636,425,15,15,15

642,425,15,15,15
640,432,15,15,15

644,423,17,17,17
642,425,17,17,17

644,423,17,17,17
650,428,17,17,17

644,423,17,17,17
636,425,17,17,17

646,410,10,10,10
648,410,10,10,10

646,410,10,10,10
653,407,10,10,10

646,410,10,10,10
636,409,10,10,10

648,410,8,8,8
646,410,8,8,8

648,410,8,8,8
653,407,8,8,8

648,410,8,8,8
655,402,8,8,8

650,428,14,14,14
644,423,14,14,14

650,428,14,14,14
642,425,14,14,14

650,428,14,14,14
659,425,14,14,14

653,407,7,7,7
655,402,7,7,7

653,407,7,7,7
648,410,7,7,7

653,407,7,7,7
658,402,7,7,7

655,402,11,11,11
657,400,11,11,11

655,402,11,11,11
658,402,11,11,11

655,402,11,11,11
653,407,11,11,11

655,393,0,0,0
657,400,0,0,0

655,393,0,0,0
662,396,0,0,0

655,393,0,0,0
655,402,0,0,0

657,400,7,7,7
658,402,7,7,7

657,400,7,7,7
655,402,7,7,7

657,400,7,7,7
662,396,7,7,7

658,402,12,12,12
657,400,12,12,12

658,402,12,12,12
655,402,12,12,12

658,402,12,12,12
653,407,12,12,12

659,425,16,16,16
665,430,16,16,16

659,425,16,16,16
650,428,16,16,16

659,425,16,16,16
664,434,16,16,16

662,414,10,10,10
664,413,10,10,10

662,414,10,10,10
664,410,10,10,10

662,414,10,10,10
667,406,10,10,10

662,396,9,9,9
657,400,9,9,9

662,396,9,9,9
658,402,9,9,9

662,396,9,9,9
655,393,9,9,9

664,434,36,36,36
665,430,36,36,36

664,434,36,36,36
659,425,36,36,36

664,434,36,36,36
674,423,36,36,36

664,413,10,10,10
662,414,10,10,10

664,413,10,10,10
664,410,10,10,10

664,413,10,10,10
667,406,10,10,10

664,410,9,9,9
664,413,9,9,9

664,410,9,9,9
662,414,9,9,9

664,410,9,9,9
667,406,9,9,9

665,430,16,16,16
664,434,16,16,16

665,430,16,16,16
659,425,16,16,16

665,430,16,16,16
674,423,16,16,16

667,406,8,8,8
670,403,8,8,8

667,406,8,8,8
664,410,8,8,8

667,406,8,8,8
664,413,8,8,8

670,403,8,8,8
667,406,8,8,8

670,403,8,8,8
676,405,8,8,8

670,403,8,8,8
664,410,8,8,8

671,333,1,1,1
673,334,1,1,1

671,333,1,1,1
676,336,1,1,1

671,333,1,1,1
678,334,1,1,1

673,334,8,8,8
671,333,8,8,8

673,334,8,8,8
676,336,8,8,8

673,334,8,8,8
678,334,8,8,8

674,423,15,15,15
681,425,15,15,15

674,423,15,15,15
665,430,15,15,15

674,423,15,15,15
683,431,15,15,15

675,323,19,19,19
678,327,19,19,19

675,323,19,19,19
681,315,19,19,19

675,323,19,19,19
671,333,19,19,19

676,405,8,8,8
670,403,8,8,8

676,405,8,8,8
667,406,8,8,8

676,405,8,8,8
664,410,8,8,8

676,336,8,8,8
678,334,8,8,8

676,336,8,8,8
673,334,8,8,8

676,336,8,8,8
671,333,8,8,8

677,385,9,9,9
678,377,9,9,9

677,385,9,9,9
683,377,9,9,9

677,385,9,9,9
690,386,9,9,9

678,377,20,20,20
683,377,20,20,20

678,377,20,20,20
677,385,20,20,20

678,377,20,20,20
689,370,20,20,20

678,334,8,8,8
676,336,8,8,8

678,334,8,8,8
673,334,8,8,8

678,334,8,8,8
681,339,8,8,8

678,327,7,7,7
675,323,7,7,7

678,327,7,7,7
678,334,7,7,7

678,327,7,7,7
673,334,7,7,7

679,358,11,11,11
681,348,11,11,11

679,358,11,11,11
694,356,11,11,11

679,358,11,11,11
689,370,11,11,11

680,302,8,8,8
681,315,8,8,8

680,302,8,8,8
687,291,8,8,8

680,302,8,8,8
693,310,8,8,8

681,425,31,31,31
686,422,31,31,31

681,425,31,31,31
683,431,31,31,31

681,425,31,31,31
674,423,31,31,31

681,348,14,14,14
681,341,14,14,14

681,348,14,14,14
681,339,14,14,14

681,348,14,14,14
679,358,14,14,14

681,341,10,10,10
681,339,10,10,10

681,341,10,10,10
684,337,10,10,10

681,341,10,10,10
681,348,10,10,10

681,339,9,9,9
681,341,9,9,9

681,339,9,9,9
684,337,9,9,9

681,339,9,9,9
676,336,9,9,9

681,315,5,5,5
687,322,5,5,5

681,315,5,5,5
675,323,5,5,5

681,315,5,5,5
690,321,5,5,5

683,431,50,50,50
681,425,50,50,50

683,431,50,50,50
686,422,50,50,50

683,431,50,50,50
674,423,50,50,50

683,377,13,13,13
678,377,13,13,13

683,377,13,13,13
689,370,13,13,13

683,377,13,13,13
677,385,13,13,13

684,337,9,9,9
681,339,9,9,9

684,337,9,9,9
681,341,9,9,9

684,337,9,9,9
678,334,9,9,9

686,422,14,14,14
681,425,14,14,14

686,422,14,14,14
683,431,14,14,14

686,422,14,14,14
697,419,14,14,14

687,322,9,9,9
690,321,9,9,9

687,322,9,9,9
691,320,9,9,9

687,322,9,9,9
681,315,9,9,9

687,291,3,3,3
696,290,3,3,3

687,291,3,3,3
680,302,3,3,3

687,291,3,3,3
701,279,3,3,3

688,394,7,7,7
692,395,7,7,7

688,394,7,7,7
690,387,7,7,7

688,394,7,7,7
695,392,7,7,7

689,404,7,7,7
691,404,7,7,7

689,404,7,7,7
693,409,7,7,7

689,404,7,7,7
692,395,7,7,7

689,370,18,18,18
693,376,18,18,18

689,370,18,18,18
694,364,18,18,18

689,370,18,18,18
683,377,18,18,18

690,387,6,6,6
690,386,6,6,6

690,387,6,6,6
692,385,6,6,6

690,387,6,6,6
695,392,6,6,6

690,386,6,6,6
690,387,6,6,6

690,386,6,6,6
692,385,6,6,6

690,386,6,6,6
695,392,6,6,6

690,321,9,9,9
691,320,9,9,9

690,321,9,9,9
687,322,9,9,9

690,321,9,9,9
695,313,9,9,9

691,404,7,7,7
689,404,7,7,7

691,404,7,7,7
693,409,7,7,7

691,404,7,7,7
692,395,7,7,7

691,320,8,8,8
690,321,8,8,8

691,320,8,8,8
687,322,8,8,8

691,320,8,8,8
695,313,8,8,8

691,271,60,60,60
701,279,60,60,60

691,271,60,60,60
699,260,60,60,60

691,271,60,60,60
703,264,60,60,60

692,395,8,8,8
688,394,8,8,8

692,395,8,8,8
695,392,8,8,8

692,395,8,8,8
690,387,8,8,8

692,385,6,6,6
690,386,6,6,6

692,385,6,6,6
690,387,6,6,6

692,385,6,6,6
695,392,6,6,6

693,409,6,6,6
691,404,6,6,6

693,409,6,6,6
689,404,6,6,6

693,409,6,6,6
697,419,6,6,6

693,376,14,14,14
697,375,14,14,14

693,376,14,14,14
689,370,14,14,14

693,376,14,14,14
701,373,14,14,14

693,310,5,5,5
695,313,5,5,5

693,310,5,5,5
700,314,5,5,5

693,310,5,5,5
701,306,5,5,5

694,364,31,31,31
698,364,31,31,31

694,364,31,31,31
699,368,31,31,31

694,364,31,31,31
701,361,31,31,31

694,356,20,20,20
694,364,20,20,20

694,356,20,20,20
701,361,20,20,20

694,356,20,20,20
698,364,20,20,20

695,392,6,6,6
692,395,6,6,6

695,392,6,6,6
690,387,6,6,6

695,392,6,6,6
688,394,6,6,6

695,313,5,5,5
693,310,5,5,5

695,313,5,5,5
700,314,5,5,5

695,313,5,5,5
700,317,5,5,5

696,290,5,5,5
687,291,5,5,5

696,290,5,5,5
701,279,5,5,5

696,290,5,5,5
701,306,5,5,5

697,419,9,9,9
706,423,9,9,9

697,419,9,9,9
693,409,9,9,9

697,419,9,9,9
686,422,9,9,9

697,375,14,14,14
693,376,14,14,14

697,375,14,14,14
701,373,14,14,14

697,375,14,14,14
701,381,14,14,14

698,364,7,7,7
694,364,7,7,7

698,364,7,7,7
699,368,7,7,7

698,364,7,7,7
701,361,7,7,7

699,368,6,6,6
701,369,6,6,6

699,368,6,6,6
698,364,6,6,6

699,368,6,6,6
701,373,6,6,6

699,260,0,0,0
700,256,0,0,0

699,260,0,0,0
704,258,0,0,0

699,260,0,0,0
703,264,0,0,0

700,317,8,8,8
700,314,8,8,8

700,317,8,8,8
695,313,8,8,8

700,317,8,8,8
691,320,8,8,8

700,314,4,4,4
700,317,4,4,4

700,314,4,4,4
695,313,4,4,4

700,314,4,4,4
693,310,4,4,4

700,256,9,9,9
699,260,9,9,9

700,256,9,9,9
704,258,9,9,9

700,256,9,9,9
703,264,9,9,9

701,381,7,7,7
704,380,7,7,7

701,381,7,7,7
706,376,7,7,7

701,381,7,7,7
697,375,7,7,7

701,373,4,4,4
701,369,4,4,4

701,373,4,4,4
697,375,4,4,4

701,373,4,4,4
699,368,4,4,4

701,369,6,6,6
699,368,6,6,6

701,369,6,6,6
701,373,6,6,6

701,369,6,6,6
698,364,6,6,6

701,361,2,2,2
698,364,2,2,2

701,361,2,2,2
699,368,2,2,2

701,361,2,2,2
694,364,2,2,2

701,306,6,6,6
700,314,6,6,6

701,306,6,6,6
693,310,6,6,6

701,306,6,6,6
695,313,6,6,6

701,279,8,8,8
711,280,8,8,8

701,279,8,8,8
696,290,8,8,8

701,279,8,8,8
691,271,8,8,8

702,352,19,19,19
694,356,19,19,19

702,352,19,19,19
701,361,19,19,19

702,352,19,19,19
698,364,19,19,19

703,264,6,6,6
699,260,6,6,6

703,264,6,6,6
704,258,6,6,6

703,264,6,6,6
700,256,6,6,6

704,428,50,50,50
706,423,50,50,50

704,428,50,50,50
709,425,50,50,50

704,428,50,50,50
697,419,50,50,50

704,380,4,4,4
701,381,4,4,4

704,380,4,4,4
706,376,4,4,4

704,380,4,4,4
701,373,4,4,4

704,258,5,5,5
700,256,5,5,5

704,258,5,5,5
699,260,5,5,5

704,258,5,5,5
703,264,5,5,5

706,423,11,11,11
709,425,11,11,11

706,423,11,11,11
704,428,11,11,11

706,423,11,11,11
697,419,11,11,11

706,376,4,4,4
704,380,4,4,4

706,376,4,4,4
701,373,4,4,4

706,376,4,4,4
701,381,4,4,4

709,425,15,15,15
706,423,15,15,15

709,425,15,15,15
704,428,15,15,15

709,425,15,15,15
715,417,15,15,15

709,412,6,6,6
710,405,6,6,6

709,412,6,6,6
715,417,6,6,6

709,412,6,6,6
719,416,6,6,6

710,405,6,6,6
709,412,6,6,6

710,405,6,6,6
711,398,6,6,6

710,405,6,6,6
715,417,6,6,6

710,240,5,5,5
716,244,5,5,5

710,240,5,5,5
716,245,5,5,5

710,240,5,5,5
720,240,5,5,5

711,398,4,4,4
710,405,4,4,4

711,398,4,4,4
709,412,4,4,4

711,398,4,4,4
695,392,4,4,4

711,280,9,9,9
701,279,9,9,9

711,280,9,9,9
703,264,9,9,9

711,280,9,9,9
696,290,9,9,9

711,251,6,6,6
716,257,6,6,6

711,251,6,6,6
716,245,6,6,6

711,251,6,6,6
716,244,6,6,6

715,417,8,8,8
719,416,8,8,8

715,417,8,8,8
709,412,8,8,8

715,417,8,8,8
722,412,8,8,8

716,257,22,22,22
720,251,22,22,22

716,257,22,22,22
711,251,22,22,22

716,257,22,22,22
716,245,22,22,22

716,245,9,9,9
716,244,9,9,9

716,245,9,9,9
720,240,9,9,9

716,245,9,9,9
720,251,9,9,9

716,244,7,7,7
716,245,7,7,7

716,244,7,7,7
720,240,7,7,7

716,244,7,7,7
710,240,7,7,7

719,416,7,7,7
715,417,7,7,7

719,416,7,7,7
722,412,7,7,7

719,416,7,7,7
709,412,7,7,7

719,222,5,5,5
719,220,5,5,5

719,222,5,5,5
722,221,5,5,5

719,222,5,5,5
725,231,5,5,5

719,220,3,3,3
719,222,3,3,3

719,220,3,3,3
722,221,3,3,3

719,220,3,3,3
725,213,3,3,3

720,251,29,29,29
716,257,29,29,29

720,251,29,29,29
716,245,29,29,29

720,251,29,29,29
716,244,29,29,29

720,240,8,8,8
716,244,8,8,8

720,240,8,8,8
724,236,8,8,8

720,240,8,8,8
716,245,8,8,8

720,233,8,8,8
724,236,8,8,8

720,233,8,8,8
725,231,8,8,8

720,233,8,8,8
720,240,8,8,8

722,431,11,11,11
725,434,11,11,11

722,431,11,11,11
